date,close,diff,start,high,low,volume,sumPos,sumNeg,MA_3,MA_7,MA_15,MA_30,EWM_3,EWM_7,EWM_15,EWM_30,PPO_3,PPO_7,PPO_15,PPO_30,RSI,CCI,macd
2018-12-20,62600,-2700,64500,64500,61800,1670644,17.665563310599996,84.27572163620007,64933.333333333336,66157.14285714286,69006.66666666667,67756.66666666667,64469.6692057499,66226.14717416822,67597.21004231228,68092.35170864462,96.40657084188912,94.62319153530555,90.71587286252534,92.38943277414276,0.6486486486486487,-354.4350556402097,-760.5795883398773
2018-12-24,61800,-600,62000,62400,61200,513348,19.319564627199995,76.94279975890007,63233.333333333336,65428.57142857143,68440.0,67516.66666666667,63134.83460287374,65119.59925253276,66869.07110908574,67656.11203844551,97.73326304691618,94.45414847161572,90.29807130333138,91.53295482596889,0.6984126984126984,-585.3298436346578,-896.8308980849454
2018-12-26,61300,-500,61000,61900,60600,453037,1.852610025,13.5391833326,61900.0,64857.142857142855,67740.0,67300.0,62217.41730143646,64164.69223707177,66170.00735986183,67217.56244527834,99.03069466882067,94.51541850220264,90.49306170652494,91.08469539375929,0.7019607843137254,-1764.2325487829526,-963.6432824783012
2018-12-27,61900,600,62500,63300,61700,562848,15.134072574533333,58.924119085766655,61666.666666666664,64000.0,67093.33333333333,67246.66666666667,62058.70865071819,63598.515975041446,65634.29184752706,66852.30564911445,100.37837837837837,96.71875,92.25953895071542,92.04917220184396,0.6611570247933884,1900.1085776329949,-913.7206866828745
2019-01-02,62800,500,63300,64200,62700,568844,23.88602238576665,103.47379181450005,62000.0,63228.57142857143,66633.33333333333,67186.66666666667,62429.354325359134,63398.88613432716,65278.864862942726,66575.11439757928,101.29032258064517,99.32218707636692,94.2471235617809,93.47092677118475,0.6956521739130435,532.4371712448857,-772.6345701785399
2019-01-07,64200,2000,63100,64700,62700,660173,15.750620146749998,66.08085680599999,62966.666666666664,62842.857142857145,66126.66666666667,67176.66666666667,63314.67716267962,63599.16523802675,65143.62704467793,66413.27772748246,101.9587083112758,102.15958172311889,97.08639983869341,95.56889793082915,0.7142857142857143,279.1294034682821,-549.0528458215409
2019-01-08,61900,-2300,63700,63700,61200,1338626,14.612941408200005,69.33987438880001,62966.666666666664,62357.142857142855,65333.333333333336,67150.0,62607.33858133979,63174.37291476388,64737.17511003488,66106.85982268723,98.30598200105877,99.26689576174113,94.74489795918367,92.18168279970216,0.7593360995850623,263.10315199204064,-513.3679135194081
2019-01-09,63200,1300,61700,63700,61600,950285,22.291685840700005,105.3297009252,63100.0,62442.857142857145,64586.666666666664,67220.0,62903.669290669895,63180.77969754013,64544.614280334776,65910.1698224765,100.15847860538827,101.21253717684739,97.85301403798515,94.01963701279381,0.6377551020408163,159.11046851870958,-372.83526508935324
2019-01-10,65600,2400,63100,66000,62700,1065551,8.995419857200002,39.9994346968,63566.666666666664,62985.71428571428,64386.666666666664,67366.66666666667,64251.83464533496,63785.58558504172,64676.78610459612,65889.2483261797,103.19874147876247,104.15060104332048,101.88444812590598,97.37753587333002,0.5320197044334976,54.432461540700686,-104.53625833748765
2019-01-11,66000,400,65700,66500,65200,601380,18.84867731214999,87.89836068650004,64933.333333333336,63657.142857142855,64326.666666666664,67366.66666666667,65125.91732266748,64339.189746146665,64842.46051442172,65896.69685399802,101.64271047227926,103.68043087971274,102.60130583480154,97.97130133597229,0.4816753926701571,7.6688166741983785,105.54412084953447
2019-01-15,65800,-100,65600,66500,65300,560337,21.91815655929999,85.94279344760002,65800.0,64214.28571428572,64360.0,67306.66666666667,65462.958661333745,64704.39258537303,64962.325568557615,65890.21133199874,100.0,102.46941045606228,102.23741454319453,97.76148969889064,0.562874251497006,-0.9930240063552084,230.44781638874474
2019-01-16,66500,700,66000,67600,66000,565004,26.290861382899983,113.43127222760003,66100.0,64742.857142857145,64266.666666666664,67280.0,65981.47933066687,65153.294693252756,65154.777379697065,65931.00605012052,100.6051437216339,102.71403353927626,103.47510373443984,98.84066587395958,0.5497076023391813,-33.03303303303309,351.17993491589027
2019-01-17,66100,-400,66800,67600,66000,467844,3.2498261309,13.7711374139,66133.33333333333,65014.28571428572,64126.666666666664,67103.33333333333,66040.73966533344,65389.9711204658,65273.060624152895,65942.28482104899,99.94959677419357,101.6699626455724,103.0772429566483,98.50479360190751,0.5246913580246914,-36.22426902392284,393.31071748273405
2019-01-22,64500,-1900,66400,66900,64100,997141,10.477014590099996,37.26629179075002,65700.0,65385.71428571428,63966.666666666664,66880.0,65270.36983266672,65167.47826947294,65176.334728973394,65846.23941086081,98.17351598173516,98.64540091763165,100.83376758728504,96.44138755980862,0.5246913580246914,-6.643028895137892,307.764672741042
2019-01-23,65200,700,64400,65700,64300,587708,12.145618923500006,56.43472496170002,65266.666666666664,65671.42857142857,63960.0,66713.33333333333,65235.18491633336,65175.608704047205,65179.29538713265,65803.29385942698,99.89785495403474,99.28214052643028,101.93871169480926,97.73158788847807,0.4084507042253521,-7.729709512529608,290.3470724889214
2019-01-28,67700,-1800,69600,70200,67600,809802,10.073162724100005,40.6209933145,65800.0,65971.42857142857,64300.0,66653.33333333333,66467.59245816668,65806.7066411204,65494.61637352885,65929.09476338001,102.88753799392096,102.62018189692508,105.28771384136859,101.57031406281256,0.31446540880503143,-102.32426303854871,429.1229052913642
2019-01-29,67400,-300,67400,67400,66200,845170,10.75003965855,52.3487685401,66766.66666666667,66171.42857142857,64673.333333333336,66556.66666666667,66933.79622908334,66205.03003437129,65732.94336067657,66026.47775352372,100.94857713429855,101.8566493955095,104.21606019997938,101.26709069965443,0.3057324840764331,-65.38767753036946,481.4053377843401
2019-02-01,65400,-1200,66300,66300,65200,1039069,28.414347044500023,110.12397804340002,66833.33333333333,66114.28571428571,64946.666666666664,66343.33333333333,66166.89811454166,66003.7725054931,65691.30189134556,65985.07104468247,97.85536159600998,98.91961970613656,100.69800862245945,98.57810380344672,0.3976608187134503,-28.30112395892268,368.4901704679013
2019-02-07,65900,500,65900,66400,65300,663706,15.876614468299998,85.53550356609999,66233.33333333333,66028.57142857143,65213.333333333336,66153.33333333333,66033.44905727083,65977.82937715866,65717.40207016809,65979.45718045575,99.49672873678914,99.80527909995672,101.05295440605192,99.61705129497128,0.40718562874251496,-41.767209230904456,314.71696441012205
2019-02-08,64800,-1100,65500,65700,64700,690327,13.353745254900003,55.4665057361,65366.666666666664,65842.85714285714,65346.666666666664,65990.0,65416.724528635415,65683.37201617441,65602.67713788291,65901.73901110374,99.13309535951046,98.41614233022348,99.16343603346256,98.19669646916199,0.4817073170731707,-17.088141419101383,199.12085578504667
2019-02-11,69300,4500,65000,69600,64900,1987125,7.07645055385,30.00852514089999,66666.66666666667,66528.57142857143,65686.66666666667,65906.66666666667,67358.36226431771,66587.52905057746,66065.01765651375,66125.35326568809,103.94999999999999,104.16577195619496,105.50086268141683,105.14869512441835,0.3010752688172043,-166.22433934444777,404.17207731668884
2019-02-12,71900,2600,70300,72900,70300,2499697,16.3867492635,71.95518289745002,68666.66666666667,67485.71428571429,66353.33333333333,65843.33333333333,69629.18113215885,67915.64683028885,66794.63231651363,66504.8515768919,104.70873786407766,106.54106689246402,108.35928865668643,109.19860274388702,0.2814070351758794,-773.8186267013293,678.5626598633503
2019-02-13,72100,200,72700,73900,71900,1310740,17.288960289350005,74.42659173035,71100.0,68114.28571428571,66946.66666666667,65766.66666666667,70864.59056607942,68961.73514773768,67457.99569363332,66872.11221088468,101.40646976090014,105.8515100671141,107.69766978689503,109.63000506842371,0.3163841807909605,2877.4193548387307,828.7212356933536
2019-02-14,72300,200,70500,73000,70500,799937,12.845762899999997,61.21573052810001,72100.0,68814.28571428571,67393.33333333333,65890.0,71582.29528303971,69796.30137577455,68063.39988622675,67227.99435019944,100.27739251040222,105.06539339838075,107.28064101295875,109.72833510396114,0.32,508.55933833429685,891.266456329892
2019-02-18,72000,0,73200,73400,71100,585460,7.3441527547,28.760959130149995,72133.33333333333,69757.14285714286,67793.33333333333,66060.0,71791.14764151986,70347.2260392432,68555.5842042111,67540.54527393833,99.81515711645102,103.21523653491707,106.205133248107,108.99182561307903,0.3238636363636364,290.63464837049827,861.9226745287493
2019-02-19,72300,300,72000,73000,71000,520978,13.166230355666665,60.97654205663333,72200.0,70671.42857142857,68226.66666666667,66293.33333333333,72045.57382075992,70835.41953435862,69023.72714777988,67851.96876030583,100.13850415512466,102.30442692540936,105.97029509478209,109.06074014481095,0.3313953488372093,196.1782574754779,812.5867758152498
2019-02-20,72700,400,72400,73200,72300,503913,13.405524990599996,55.699653236600014,72333.33333333333,71800.0,68640.0,66453.33333333333,72372.78691037996,71301.56465429676,69483.33940179956,68168.89758271958,100.50691244239631,101.25348189415043,105.91491841491842,109.40008025682184,0.3081395348837209,154.5196743377636,757.8081189024214
2019-02-25,71300,-1900,73500,73600,70500,1097013,14.077610597233337,76.43615139583333,72100.0,72085.71428571429,68986.66666666667,66556.66666666667,71836.39345518997,71301.17349072035,69710.45576593156,68373.4109795754,98.89042995839112,98.9100277447483,103.35330498647082,107.12675915260179,0.3,94.70696276506928,586.5683588667632
2019-02-26,70500,-800,71300,71700,70400,509895,16.520623845299998,67.52959105210002,71500.0,71885.71428571429,69386.66666666667,66676.66666666667,71168.19672759499,71100.88011718761,69809.16164458191,68512.20172073468,98.6013986013986,98.07233704292527,101.6045349730976,105.73413987901814,0.34502923976608185,57.19480948838757,388.0291424070185
2019-02-27,72200,1700,70500,72500,70000,782090,23.49615866580001,107.2429455167,71333.33333333333,71900.0,69853.33333333333,66906.66666666667,71684.0983637975,71375.66008876801,70108.05048432009,68752.7040012761,101.21495327102805,100.41724617524339,103.35941973659095,107.91151853328019,0.3619631901840491,64.00689425543987,340.64014865068043
2019-02-28,70500,-1700,72500,72500,70400,882603,8.457534094333338,41.419376755233344,71066.66666666667,71642.85714285714,70040.0,67170.0,71092.04918189875,71156.74506605181,70157.04905736892,68866.57544268547,99.20262664165102,98.40478564307078,100.65676756139348,104.95757034390354,0.4124293785310735,46.016158634652236,173.74782393926557
2019-03-04,71200,700,70800,71800,70800,474980,15.365747339599992,72.01635036449998,71300.0,71528.57142857143,70293.33333333333,67483.33333333333,71146.02459094938,71167.55879955828,70287.42929559096,69018.54555346206,99.85974754558204,99.54064309966046,101.2898330804249,105.50753272412943,0.323170731707317,43.3400643183009,92.78773898669078
2019-03-05,71300,100,70900,72000,70300,417224,7.321674139499997,34.70345148279999,71000.0,71385.71428571429,70686.66666666667,67816.66666666667,71223.01229547469,71200.6690997133,70414.01029282248,69167.0401952853,100.4225352112676,99.87992795677407,100.86767895878523,105.13639714917669,0.33125,36.54296128496972,31.59356510053999
2019-03-07,75100,700,75200,76700,74200,1846111,13.3042585562,57.22244744063335,72533.33333333333,71728.57142857143,71300.0,68256.66666666667,73161.50614773735,72175.50182576977,70999.79811913247,69552.98235661924,103.53860294117648,104.70025891256721,105.32959326788219,110.02588269766078,0.2245989304812834,108.56194138343344,221.19141723767643
2019-03-08,73700,-1400,75000,76100,73300,734055,17.153327869,78.40295326125002,73366.66666666667,72071.42857142857,71893.33333333333,68620.0,73430.75307386868,72556.62636961609,71337.34307481223,69822.60395415226,100.45433893684688,102.25966303270566,102.51298219584571,107.4030894782862,0.358974358974359,74.92433327622646,226.86190412817655
2019-03-13,76300,1900,74500,76300,74300,671827,11.873133080566667,55.88706356103335,75033.33333333333,72900.0,72360.0,69023.33333333333,74865.37653693435,73492.46977774386,71957.70690383049,70243.52661176481,101.68813860506442,104.6639231824417,105.44499723604201,110.54232868112233,0.358974358974359,91.23229404919552,370.89228644750483
2019-03-18,78200,1000,78000,78800,77400,585035,14.631435158750005,65.50123940845,76066.66666666667,73757.14285714286,72780.0,69566.66666666667,76532.68826846717,74669.35233380945,72738.02844504238,70760.32317663605,102.80455740578441,106.02362967267094,107.44710085188238,112.41015812170578,0.3236994219653179,120.71380167156082,548.7390741378035
2019-03-19,76100,-2100,78100,78600,75300,874127,10.4725630606,46.0761581656667,76866.66666666667,74557.14285714286,73046.66666666667,69996.66666666667,76316.34413423359,75027.01425047142,73158.29133816874,71106.99959489724,99.00260190806591,102.06936194673308,104.17997627087705,108.71946283156339,0.40104166666666663,80.12834285877994,482.6447660241204
2019-03-20,77400,1300,76500,77500,76000,623145,9.046937834274996,45.38116867592501,77233.33333333333,75442.85714285714,73386.66666666667,70390.0,76858.1720671168,75620.26068799577,73688.52307964161,71515.40334800922,100.21579628830384,102.59420564287068,105.46875,109.95880096604631,0.36633663366336633,72.72927325741325,482.4392956193735
2019-03-21,74100,-3300,77400,77400,73800,1570980,14.780883964016668,80.06519389980001,75866.66666666667,75842.85714285714,73526.66666666667,70660.0,75479.0860335584,75240.1955159285,73739.95923602,71683.07470806933,97.6713532513181,97.70201544546995,100.77976244446458,104.86838380979337,0.4612068965517241,32.986743267117006,229.57001266757652
2019-03-22,76100,2000,74100,76200,72800,1456647,13.600994441275,64.500648870275,75866.66666666667,75985.71428571429,73780.0,71003.33333333333,75789.54301677921,75455.14663697536,74034.97206681629,71969.51299380626,100.30755711775043,100.1504042113179,103.14448359989157,107.17806675742925,0.4314516129032258,26.627137719948458,168.55410993772307
2019-03-25,73000,-3100,74900,75100,73000,806732,12.627821698600007,56.3531809461,74400.0,75885.71428571429,73800.0,71220.0,74394.7715083896,74841.35997766945,73905.59759026639,72036.31792041556,98.11827956989248,96.1972891566265,98.91598915989161,102.49929795001404,0.4679245283018868,3.2674642249799346,-94.20923920185169
2019-03-26,73300,300,73800,75100,73000,778354,16.030052941620003,68.6340937348,74133.33333333333,75457.14285714286,73933.33333333333,71460.0,73847.38575419481,74456.01998322285,73829.89637179254,72118.2149515454,98.87589928057554,97.14123438091632,99.14337240757439,102.57486705849426,0.4461538461538461,4.389387436597732,-252.87383991275055
2019-03-27,73900,600,74000,74900,73800,511443,5.30368928145,30.078161489950016,73400.0,74842.85714285714,74160.0,71773.33333333333,73873.6928770974,74317.01498740923,73838.65947924678,72233.65560900004,100.68119891008173,98.74021759877839,99.64940668824164,102.96303176667287,0.46586345381526106,10.769095851968569,-318.2822729722318
2019-03-29,75100,2900,72500,75100,72500,1064758,21.191821892100005,83.25410751040006,74100.0,74700.0,74353.33333333333,72103.33333333333,74486.8464385487,74512.76124056526,73996.32946769816,72419.31341668217,101.34952766531713,100.53547523427042,101.00421411279477,104.1560723036383,0.40573770491803274,10.06705035424631,-282.850330571237
2019-04-01,76800,1700,75500,76800,75100,626814,15.573020216399998,73.47535180810003,75266.66666666667,74614.28571428571,74773.33333333333,72406.66666666667,75643.42321927435,75084.57093044225,74346.79299747296,72702.98516214131,102.03720106288749,102.9293509477312,102.71041369472182,106.06758125402817,0.38976377952755903,53.29518018420781,-153.55590504802944
2019-04-02,75900,-900,77000,78100,75500,691913,9.592611563599998,40.158469199075,75933.33333333333,74871.42857142857,75086.66666666667,72690.0,75771.71160963718,75288.42819783658,74540.94615748774,72909.95868130038,99.95610184372256,101.37378362907843,101.08319275503861,104.41601320676848,0.41221374045801523,57.86769227562186,-137.55151401567946
