date,close,diff,start,high,low,volume,sumPos,sumNeg,MA_3,MA_7,MA_15,MA_30,EWM_3,EWM_7,EWM_15,EWM_30,PPO_3,PPO_7,PPO_15,PPO_30,RSI,CCI,macd
2020-09-08,79400,1000,78700,80000,78200,3380355,30.90596561675,38.36328035846666,78833.33333333333,77285.71428571429,76700.0,79060.0,78786.91182930965,78051.53236322141,77911.84775707798,78709.5929707821,100.7188160676533,102.73567467652495,103.52020860495436,100.43005312420945,0.38659793814432986,-42.101600556715546,460.7352528243871
2020-09-09,77300,-2100,77900,78400,77200,3918435,25.39774613978,28.05945018374,78366.66666666667,77600.0,76853.33333333333,78846.66666666667,78043.45591465483,77863.64916601374,77835.27029270484,78615.29153337106,98.6388770735857,99.61340206185567,100.58119361554476,98.03838674220005,0.34972677595628415,-1.0700909577314077,375.02668525891204
2020-09-10,76600,-700,78000,78200,76600,3541520,34.863926579442854,34.10274574428571,77766.66666666667,77800.0,77173.33333333333,78640.0,77321.72795732741,77547.73674032927,77680.69106992429,78480.78960844895,98.49978568366909,98.45758354755783,99.25708362128543,97.4059003051882,0.4355828220858896,8.812652451019426,267.1945825919381
2020-09-11,78400,1800,76700,78500,76300,2831262,32.97602153696668,25.55605638070001,77433.33333333333,78214.28571428571,77433.33333333333,78483.33333333333,77860.8639786637,77760.80262312035,77770.69151490675,78475.40962318586,101.24838570813604,100.23744292237444,101.24838570813604,99.89382034402209,0.4152046783625731,-15.867153624139807,307.32465460499225
2020-09-14,80000,1600,79100,80100,78900,4099644,49.25818014489999,41.71557928294167,78333.33333333333,78400.0,77733.33333333333,78376.66666666667,78930.43198933186,78320.60210108585,78049.59051202708,78576.72559578458,102.1276595744681,102.04081632653062,102.91595197255576,102.07119465827415,0.4127906976744186,-89.77404226810427,424.9419914292296
2020-09-15,81900,1900,81300,82100,80200,5899410,32.98948816796364,31.667942790618188,80100.0,78857.14285714286,78060.0,78380.0,80415.21599466592,79215.45173616045,78531.24747079141,78797.14504568839,102.24719101123596,103.85869565217392,104.91929285165259,104.4909415667262,0.41040462427745666,-184.79518849488667,602.9585163254561
2020-09-16,81500,-400,81700,82400,80500,3119110,34.3889516648,35.405801209566675,81133.33333333333,79300.0,78240.0,78376.66666666667,80957.60799733296,79786.5888788759,78902.58153498921,78976.09069821762,100.45193097781431,102.77427490542243,104.16666666666667,103.98502955811676,0.4310344827586207,-258.69644306383503,663.4359853052875
2020-09-17,82200,700,81900,82900,81200,4055050,22.7053418314,19.278387789000003,81866.66666666667,79700.0,78446.66666666667,78426.66666666667,81578.80399866648,80389.94171997072,79314.99207113334,79189.1732427113,100.4071661237785,103.13676286072773,104.78456700943315,104.81128867732063,0.369047619047619,-735.0309704060579,714.869368535642
2020-09-18,83700,1500,82900,83900,82200,5199334,35.64407861354999,27.857640471600018,82466.66666666667,80614.28571428571,78840.0,78513.33333333333,82639.40199933323,81217.45635253385,79863.38942758046,79486.84407842478,101.49555375909458,103.82775119617224,106.16438356164383,106.60609662902267,0.22435897435897437,1844.1095446443007,806.8121270569852
2020-09-21,84500,800,83700,85000,83600,4102947,20.56237743305,31.054443990775,83466.66666666667,81742.85714285714,79466.66666666667,78643.33333333333,83569.70099966662,82038.09231092726,80443.21680234984,79817.1768004236,101.23801916932906,103.37294652219504,106.33389261744965,107.44712414699276,0.2147239263803681,529.9292172988013,873.3660470918132
2020-09-22,81300,-3200,84400,84800,80200,4139983,29.39798638331111,35.88309371761111,83166.66666666667,82157.14285714286,79873.33333333333,78640.0,82434.85049983331,81853.56922534913,80550.35529220542,79914.75035511439,97.75551102204409,98.95670318205529,101.7861614222519,103.382502543235,0.3489583333333333,194.0792263974891,665.8267929970518
2020-09-23,83600,2300,82300,84800,80500,4439085,34.77756601828332,32.29160300308333,83133.33333333333,82671.42857142857,80413.33333333333,78716.66666666667,83017.42524991665,82290.17693293595,80931.68729213544,80156.93764049216,100.56134723336008,101.12320718852601,103.96285856408556,106.20368409908956,0.366120218579235,190.38540106223613,643.5103893749213
2020-09-24,84300,700,82800,85400,82300,6401560,31.760460872299998,36.42178945732,83066.66666666667,83014.28571428571,80786.66666666667,78826.66666666667,83658.71262495832,82792.63271172003,81352.84854360516,80428.88461915322,101.48475120385231,101.54878678368611,104.34890245915167,106.9435047361299,0.3526315789473684,198.35728162809895,635.8356381032559
2020-09-25,82900,-1400,85800,85900,82200,3205596,35.479249143849984,39.49749799195,83600.0,83214.28571428571,81066.66666666667,78900.0,83279.35631247915,82819.47453427153,81546.29157236226,80590.90451757355,99.16267942583733,99.62231759656652,102.26151315789474,105.06970849176172,0.38805970149253727,147.43941130546042,503.35585500424145
2020-09-28,82500,-400,83400,83700,81300,3154068,26.759390213225,24.782735982199995,83233.33333333333,83257.14285714286,81340.0,78976.66666666667,82889.67815623958,82739.60589962908,81665.5316065152,80715.94409219414,99.11894273127754,99.09059711736445,101.42611261372019,104.46123327565103,0.4205128205128205,77.55588500334322,361.7610259478348
2020-09-29,84000,1500,83100,84900,82200,4707898,38.25907053209998,40.13947513973999,83133.33333333333,83300.0,81646.66666666667,79173.33333333333,83444.83907811978,83054.70442790136,81957.39687068359,80930.82840123787,101.04250200481155,100.84033613445378,102.88233853188535,106.09632873021219,0.32275132275132273,91.13885850088644,341.47703837969743
