date,close,diff,ratio,open,high,low,volume,sumPos,sumNeg
2020/08/12,81000,-300,-0.37,81100,81300,80200,3595828,25.7501689903,28.5894883034
2020/08/13,80700,-300,-0.37,81900,82000,80300,4049387,23.538259697574997,25.765210897600003
2020/08/14,80200,-500,-0.62,80200,81100,80100,2589552,37.28331888599998,43.82620794150001
2020/08/18,78100,-2100,-2.62,80000,80200,78000,4946279,27.73619529761667,35.56551230448334
2020/08/19,75000,-3100,-3.97,77300,78000,75000,8028305,24.8977470685,30.700007916775
2020/08/20,71800,-3200,-4.27,74400,74400,71300,7260223,25.65785873762,27.313007895159995
2020/08/21,74500,2700,3.76,72800,77000,72500,7700029,23.270124513166667,22.170960248016662
2020/08/24,75500,1000,1.34,74600,77200,73700,4298619,25.583048229925,26.853055553449995
2020/08/25,77000,1500,1.99,76300,77700,75400,3473488,42.67078054144999,36.82984273899999
2020/08/26,78800,1800,2.34,78000,79100,77100,4741965,32.99398863723332,32.30637479229999
2020/08/27,79100,300,0.38,80200,80200,78800,4223450,29.611940499566675,41.63732445840001
2020/08/28,77800,-1300,-1.64,79500,79600,77700,2511956,19.485275404700005,21.8944490738
2020/08/31,75100,-2700,-3.47,78200,78800,75100,5113128,25.5226316587,32.1240605529
2020/09/01,75200,100,0.13,75200,76500,75200,2538676,20.149504902833343,22.456443041366665
2020/09/02,75500,300,0.4,75900,76400,74900,2369360,63.558221050299984,51.0542689545
2020/09/03,78700,3200,4.24,77700,79700,77200,7002529,26.044619153499987,24.5365052126
2020/09/04,78700,0,0.0,76400,79400,76100,4582566,32.89951219272,35.80615949149998
2020/09/07,78400,-300,-0.38,78600,79500,77600,2786930,21.263158242033334,25.05078279283333
2020/09/08,79400,1000,1.28,78700,80000,78200,3380355,30.90596561675,38.36328035846666
2020/09/09,77300,-2100,-2.64,77900,78400,77200,3918435,25.39774613978,28.05945018374
2020/09/10,76600,-700,-0.91,78000,78200,76600,3541520,34.863926579442854,34.10274574428571
2020/09/11,78400,1800,2.35,76700,78500,76300,2831262,32.97602153696668,25.55605638070001
2020/09/14,80000,1600,2.04,79100,80100,78900,4099644,49.25818014489999,41.71557928294167
2020/09/15,81900,1900,2.38,81300,82100,80200,5899410,32.98948816796364,31.667942790618188
2020/09/16,81500,-400,-0.49,81700,82400,80500,3119110,34.3889516648,35.405801209566675
2020/09/17,82200,700,0.86,81900,82900,81200,4055050,22.7053418314,19.278387789000003
2020/09/18,83700,1500,1.82,82900,83900,82200,5199334,35.64407861354999,27.857640471600018
2020/09/21,84500,800,0.96,83700,85000,83600,4102947,20.56237743305,31.054443990775
2020/09/22,81300,-3200,-3.79,84400,84800,80200,4139983,29.39798638331111,35.88309371761111
2020/09/23,83600,2300,2.83,82300,84800,80500,4439085,34.77756601828332,32.29160300308333
2020/09/24,84300,700,0.84,82800,85400,82300,6401560,31.760460872299998,36.42178945732
2020/09/25,82900,-1400,-1.66,85800,85900,82200,3205596,35.479249143849984,39.49749799195
2020/09/28,82500,-400,-0.48,83400,83700,81300,3154068,26.759390213225,24.782735982199995
2020/09/29,84000,1500,1.82,83100,84900,82200,4707898,38.25907053209998,40.13947513973999
2020/10/05,83200,-800,-0.95,83000,84100,82300,3396894,21.844491141299997,22.6465961556
2020/10/06,83000,-200,-0.24,84000,84200,82600,2750145,23.8242131932,24.435428157400008
2020/10/07,83400,400,0.48,82900,83700,82500,2254356,26.45756198865,30.191359471949998
2020/10/08,82900,-500,-0.6,84300,84500,82900,3330824,25.33661494754999,19.51122750615
2020/10/12,85500,2600,3.14,83900,85500,83500,4464264,41.656612676933335,35.22631360020001
2020/10/13,88200,2700,3.16,85500,89000,84600,6375448,24.868158327749995,30.305737721
2020/10/14,86500,-1700,-1.93,88000,88900,86100,3223767,21.65043911185,29.597883011224997
2020/10/16,85300,-1800,-2.07,87000,87900,84900,2435541,35.54984796225,31.5001930706
2020/10/19,86700,1400,1.64,86100,87900,85800,3150011,36.042059977466685,33.49121871296666
2020/10/20,85200,-1500,-1.73,85300,90900,83700,6622637,19.984822035181818,25.96368420525454
2020/10/21,83800,-1400,-1.64,85300,86200,82800,4925877,32.33664764116666,39.20848367436667
2020/10/22,83300,-500,-0.6,84200,84300,82500,2593975,33.97464314458571,37.62810121617143
2020/10/26,83200,-700,-0.83,84300,84700,83000,1662847,25.302883842725,25.5126468546
2020/10/27,82600,-600,-0.72,82300,83400,81800,2265817,28.481607413333347,29.64187268160001
2020/10/28,82900,300,0.36,82100,83600,82000,1773556,23.913677242166667,29.356779710633333
2020/10/29,81700,-1200,-1.45,81900,82400,81000,2637314,19.04757162035714,25.861761554871425
2020/10/30,79900,-1800,-2.2,81600,82100,79900,2710477,34.998576600449994,46.48598789430002
2020/11/02,79600,-300,-0.38,80200,80600,79200,2000394,41.72747793995001,37.48041758549999
2020/11/03,81400,1800,2.26,79600,81400,79600,2057723,41.23916546879999,40.79934136799997
2020/11/04,83200,1800,2.21,82100,84400,81200,3782296,31.6002669436,26.653842613776916
2020/11/05,86100,2900,3.49,84100,86200,83300,4082325,38.088190042700006,34.13112416064999
2020/11/06,86300,200,0.23,86500,87700,86000,2863808,54.9527273556,55.69306843934999
2020/11/09,86000,-300,-0.35,86500,87300,85600,2444330,23.3806101194,22.73942983735
2020/11/10,86500,500,0.58,86900,87200,85900,2849783,27.052512610849995,29.81526833315
2020/11/11,87000,500,0.58,86100,87200,85900,2638617,29.375872622560006,34.72237358064
2020/11/12,88100,1100,1.26,87600,88400,87000,4006433,24.764351516857143,21.659386243271427
2020/11/13,89700,1600,1.82,88100,90000,87500,3774278,35.64840633635001,26.14663445534999
2020/11/16,98000,8300,9.25,92100,98100,91100,9274278,31.485371852800004,29.404877812212497
2020/11/17,98100,100,0.1,97400,99600,96500,5218295,41.883528555800005,42.580503278833326
2020/11/18,98000,-100,-0.1,99800,100500,96600,3734037,24.5555993073,24.42099649221667
2020/11/19,98200,200,0.2,96200,98300,96000,2766688,26.47075960013333,28.06843157746667
2020/11/20,96800,-1400,-1.43,99000,99000,96800,2424003,34.71067446996668,44.43158625003334
2020/11/23,100000,3200,3.31,97300,101000,96600,4149013,28.958552760666667,28.908192676766664
2020/11/24,98600,-1400,-1.4,101000,102000,98300,3766043,34.108326124725004,39.17930090797501
2020/11/25,97200,-1400,-1.42,100500,100500,96300,4081524,30.088855002730003,33.286983611420006
2020/11/26,99400,2200,2.26,96800,99500,96300,2933290,34.58177140866666,33.69754901783333
2020/11/27,98800,-600,-0.6,99600,99900,98200,1976047,24.38269007455,24.37915037359999
2020/11/30,97500,-1300,-1.32,99700,99800,97300,3877841,31.711216357066665,29.32677744828333
2020/12/01,100500,3000,3.08,98600,101500,97800,4455519,19.4167038368,18.16143609146
2020/12/02,109000,8500,8.46,103000,109500,103000,7488361,43.59180110268572,33.800275939957146
2020/12/03,111500,2500,2.29,110500,114500,109000,6617912,63.17439867638096,25.7853618296381
2020/12/04,115000,3500,3.14,116000,119500,112500,8258814,39.20643586133334,29.95260031727777
2020/12/07,118000,3000,2.61,118500,120000,116000,5191354,28.70108101863333,24.161396904883333
2020/12/08,115000,-3000,-2.54,118000,118000,114000,4536460,28.4417973138,27.42989339235
2020/12/09,120500,5500,4.78,116000,121000,115000,5490760,26.951698822266668,30.614857829933328
2020/12/10,116500,-4000,-3.32,117000,118500,115500,8205744,30.98156038785,34.551569620866665
2020/12/11,115500,-1000,-0.86,118000,118000,115000,3944552,25.912072588225,28.24676402975
2020/12/14,117000,1500,1.3,116000,119000,115500,3066761,29.58737340266,29.06441570648
2020/12/15,117500,500,0.43,118500,118500,115000,2755902,20.409265486999995,22.448096292550005
2020/12/16,117500,0,0.0,119000,119500,117000,2213552,24.37031653674,24.67130592614
2020/12/18,118500,-1000,-0.84,118500,119000,117500,3010798,26.43782894300001,30.794496110466667
2020/12/21,116000,-2500,-2.11,118000,118000,114500,3585805,32.25968855935001,36.669543181025
2020/12/22,112500,-3500,-3.02,115000,115500,112500,4270842,29.700864516699998,45.762099349940016
2020/12/23,116000,3500,3.11,113000,116000,112500,3173156,77.63931685622,56.41718916516
2020/12/24,118000,2000,1.72,116000,118500,115500,3486636,31.277504642720004,28.7386490968
2020/12/28,115500,-2500,-2.12,119000,119500,115000,4825132,35.62968002058334,41.19221408626667
2020/12/29,116000,500,0.43,118000,118500,114000,4208916,44.7306110703,40.82981471793334
2020/12/30,118500,2500,2.16,116000,118500,114500,4195192,23.03043581224,21.37781403178
2021/01/04,126000,7500,6.33,124500,128000,120500,7995016,33.07875994521112,27.345414220377776
2021/01/05,130500,4500,3.57,124500,132500,124000,7180224,20.714348036425,20.123031510450005
2021/01/06,131000,500,0.38,132500,137000,130000,8525749,32.76843668826,33.31485096805
2021/01/07,134500,3500,2.67,132500,137500,131500,5981299,30.512174295027272,25.791536990918186
2021/01/08,138000,3500,2.6,136000,138000,132500,8713010,26.018482268916667,26.78314419255
2021/01/11,133000,-5000,-3.62,138000,140000,131000,11154671,29.64328570873,35.84463987404
2021/01/12,129000,-4000,-3.01,132000,133500,125500,8700877,23.78491274345,28.137264827275004
2021/01/13,133000,4000,3.1,129000,133500,128500,6791044,29.0104690481875,28.557754667212507
2021/01/14,130500,-2500,-1.88,132500,133000,129000,5380278,27.032235028,34.4327714177
2021/01/15,127500,-3000,-2.3,133000,135000,127000,4838114,27.388995477225,29.021059010299997
2021/01/18,130000,2500,1.96,126000,131000,125000,5927419,33.470158613550005,32.0862540346
2021/01/19,130500,500,0.38,131000,132000,128500,4513315,39.0217379542,38.32767122747501
2021/01/20,130500,0,0.0,134000,135000,130000,4913282,21.1775615446,24.016262934150003
2021/01/21,131500,1000,0.77,131500,133000,130000,3067677,28.53082308532857,32.95583247091429
2021/01/22,128500,-3000,-2.28,131500,132000,128500,3927767,28.6972980301,33.9032678646
2021/01/25,135000,6500,5.06,130000,135000,129500,5061864,25.80782538565001,29.433962688700007
2021/01/26,129000,-6000,-4.44,134000,134000,128500,6270106,24.24608876646,31.51215424837999
2021/01/27,128500,-500,-0.39,129500,132000,127500,5068456,22.7475051653,30.612799708225005
2021/01/28,123000,-5500,-4.28,124000,125500,121500,6270829,31.536650040633347,44.82693738546667
2021/01/29,122500,-500,-0.41,128500,128500,121500,7391307,28.705474865159992,27.11806682251
2021/02/01,125000,2500,2.04,121000,126000,118000,5620305,40.38764880441666,28.044297395975
2021/02/02,130000,5000,4.0,128500,132500,127000,4880067,35.01291072643334,32.44162624719999
2021/02/03,130000,0,0.0,131000,131500,128500,3693688,36.94713982675,46.2731839285375
2021/02/04,125000,-5000,-3.85,127500,128500,124000,4600618,30.634116830042853,27.659135670557134
2021/02/05,127500,2500,2.0,126500,128000,124500,3497303,35.84235847542,34.453165355340005
2021/02/08,125000,-2500,-1.96,127500,128000,125000,2876471,29.871105694690904,33.84649874692727
2021/02/09,125500,500,0.4,127500,130000,125000,5177095,20.73692839300001,22.4008608278
2021/02/10,126000,500,0.4,125500,127000,124500,4262526,24.17833282956,24.90991805134
2021/02/15,132000,6000,4.76,130000,132500,130000,5384526,38.00472956637501,35.768721412525
2021/02/16,132500,500,0.38,132500,134000,130500,3218689,28.217152554566663,31.288075542733328
2021/02/17,130000,-2500,-1.89,131000,131000,128000,3621178,15.5572147363,25.10314588994
2021/02/18,126000,-4000,-3.08,128500,130000,125500,3792425,44.815654855766645,33.667143738849994
2021/02/19,133000,7000,5.56,129000,133000,128500,6986526,30.608236629649998,22.96665039685
2021/02/22,136500,3500,2.63,136000,139500,135000,7961516,28.347014510799998,24.89931051896249
2021/02/23,138500,2000,1.47,133500,140000,131500,6400037,24.9629071217,36.8931579178
2021/02/24,136000,-2500,-1.81,137500,143500,134000,9074809,29.43802654852857,32.83481139758572
2021/02/25,148500,12500,9.19,141000,149500,140000,9936495,31.923213113737503,34.3642019621
2021/02/26,141500,-7000,-4.71,143500,145000,138000,10843268,29.26916801014615,37.22160451505384
2021/03/02,144500,3000,2.12,149000,150500,141000,9376523,32.24842732473333,26.92562552476667
2021/03/03,147000,2500,1.73,142500,147000,139500,5827221,47.89502910508752,44.52839924438752
2021/03/04,142000,-5000,-3.4,143000,145500,139500,6586562,30.60574081055001,36.640240829
2021/03/05,140000,-2000,-1.41,138000,141500,136500,6091444,20.095892070440005,25.228434467700005
2021/03/08,135500,-4500,-3.21,143000,143000,135500,5587787,30.05820413086,36.30320013764001
2021/03/09,136500,1000,0.74,134000,137500,130500,7822152,26.51744763615,30.512954483366677
2021/03/11,137000,4000,3.01,134500,139000,134000,6707671,30.39847888368,27.474397372610003
2021/03/12,140000,3000,2.19,140500,142500,139500,4548695,42.105611274228586,41.10284889994284
2021/03/15,136500,-3500,-2.5,141500,142000,136000,4289990,35.15059799111428,37.645701640628566
2021/03/16,140500,4000,2.93,138500,140500,138000,3304561,22.865682978387504,22.047499967999997
2021/03/17,140000,-500,-0.36,141000,141000,138500,2588319,26.105686515457148,29.95036320564285
2021/03/18,142000,2000,1.43,142500,145000,141000,4426840,28.697908907215396,38.3977136329923
2021/03/19,138000,-4000,-2.82,138000,139500,137000,4015627,22.262593183150003,28.88653515632499
2021/03/22,138000,0,0.0,138500,140000,137000,2727719,27.86151245768,31.13013952426001
2021/03/23,135000,-3000,-2.17,139000,139500,134000,3839090,26.867475215642862,40.57907000801429
2021/03/24,133500,-1500,-1.11,133000,134500,131500,3894080,22.18853373825,27.8389904003875
2021/03/25,133000,-500,-0.37,133000,134500,130500,4157799,33.782441309949995,41.438052772450014
2021/03/26,135000,2000,1.5,134000,135000,132000,3835443,34.82504555004285,34.85513763737142
2021/03/29,132000,-3000,-2.22,135500,135500,131500,3575226,39.0967773681,37.99750643454544
2021/03/30,134500,2500,1.89,133000,135500,132000,3304184,26.23906283667,40.28456337229001
2021/03/31,132500,-2000,-1.49,134500,135000,132000,3309680,33.15946017542,31.77225324164001
2021/04/01,140500,8000,6.04,138000,140500,136500,5833436,36.90535899885455,34.76741646112728
2021/04/02,141000,500,0.36,142000,143000,140000,3432245,24.891242099183334,29.49920744655
2021/04/05,143000,2000,1.42,142000,144500,141000,2616440,25.05938378215,27.352093579049995
2021/04/06,143000,0,0.0,147000,147000,141500,3753217,26.203505382560003,27.95814798715
2021/04/07,143500,500,0.35,146000,146000,142500,2424687,21.00577121832,22.511075352580004
2021/04/08,144000,500,0.35,143500,146000,142500,3774932,27.202466928185714,40.813412217257145
2021/04/09,140000,-4000,-2.78,144000,145000,139500,3276077,31.186886849941672,45.98693011659167
2021/04/12,137500,-2500,-1.79,140500,140500,136000,3878457,33.816770350199995,41.36391407692001
2021/04/13,139500,2000,1.45,136000,140000,135500,2876178,19.7071531839,26.06312168274
2021/04/14,137000,-2500,-1.79,139000,139000,136500,2777203,35.88413122628571,38.74475830627141
2021/04/15,137500,500,0.36,136000,139000,136000,2291160,28.706263448741176,33.25440821551765
2021/04/16,137500,0,0.0,138500,139000,137500,1982877,26.352582889162505,33.224143217225
2021/04/19,138000,500,0.36,138000,139000,137000,1906782,34.91965730438001,38.39188826098
2021/04/20,138500,500,0.36,136500,138500,136500,2167732,27.575624820033337,31.098136999966663
2021/04/21,132500,-6000,-4.33,138000,138000,132000,5120577,21.59166176172,27.63612332322
2021/04/22,133000,500,0.38,134500,135500,133000,3007457,25.964262135125004,26.692096867175
2021/04/23,132500,-500,-0.38,130500,132500,128500,4854412,35.0303781422,38.28373701239999
2021/04/26,131500,-1000,-0.75,132500,132500,130500,2904879,21.86566052406666,19.347668414399998
2021/04/27,135000,3500,2.66,133000,136000,132500,3394650,42.02208656429999,40.77060880256
2021/04/28,130000,-5000,-3.7,134500,135000,130000,5596760,25.835475955854545,29.000450782145457
2021/04/29,130000,0,0.0,132000,133000,129000,3738266,28.865542708988887,30.56123417473333
2021/04/30,128000,-2000,-1.54,130000,130500,126500,3955947,34.92001968436364,39.42044721117273
2021/05/03,131500,3500,2.73,127500,132500,127000,4085398,24.78083329487778,26.822953147200003
2021/05/04,132000,500,0.38,130500,132000,129000,2547004,32.378175934316666,41.11812188953333
2021/05/06,129000,-3000,-2.27,130000,130500,128000,4211535,27.220480953225,34.4376258585
2021/05/07,129500,500,0.39,128000,131000,127000,3450323,29.928049996799995,35.95058070193333
2021/05/10,130000,500,0.39,131000,131000,128500,3067077,33.618935211300006,36.1408747123
2021/05/11,123000,-7000,-5.38,127000,127500,122000,9882491,32.57809359142857,49.31747803729999
2021/05/12,119500,-3500,-2.85,123000,123500,119000,8272196,23.3421246253,29.827529148912504
2021/05/13,117500,-2000,-1.67,116000,118500,115500,6042025,29.103850263354538,36.79049969903181
2021/05/14,118500,1000,0.85,118500,120000,118000,3227201,40.86717413428461,47.25733986050769
2021/05/17,117500,-1000,-0.84,120000,120000,117000,3110127,39.09005354038571,39.28567611614285
2021/05/18,121000,3500,2.98,117500,122000,117500,3470048,61.912033306350025,62.22130822864997
2021/05/20,122500,1500,1.24,121000,124000,119500,4600751,33.60810379831668,34.73675172939167
