date,close,diff,ratio,open,high,low,volume,sumPos,sumNeg
2020/03/10,60000,2200,3.81,58800,61400,58400,1500440,12.2184983516,56.84128877890002
2020/03/11,59000,-1000,-1.67,60000,61000,58100,938290,12.385597692542856,54.9995517739143
2020/03/12,55500,-3500,-5.93,58900,58900,55000,1649095,13.588746969233332,65.97146618825
2020/03/16,50400,-2100,-4.0,53100,54200,50400,948845,11.9020436269,54.75549410768334
2020/03/17,49450,-950,-1.88,48000,52000,48000,1004008,11.12071408038,52.290331863560006
2020/03/18,48000,-1450,-2.93,50200,50800,47700,886739,12.891876756446154,56.119491560138485
2020/03/19,43650,-4350,-9.06,48900,49600,43650,1601945,10.924592237,49.6926720236
2020/03/20,45100,1450,3.32,44600,45700,43550,1539670,15.8432210133875,71.431195149475
2020/03/23,41850,-3250,-7.21,42350,42850,41600,1186795,15.560393880562502,68.18334111988752
2020/03/24,44400,2550,6.09,42700,44450,42200,1316623,15.423593624866664,69.71137626703336
2020/03/25,48500,4100,9.23,48400,48850,46800,1506779,16.35893154314,72.87119942054
2020/03/26,49000,500,1.03,49450,51300,48600,1377158,11.1272201285,49.183260657642855
2020/03/27,49400,400,0.82,51300,51500,48000,1110394,10.011091611374995,40.178782656975
2020/03/30,48500,-900,-1.82,48400,49200,47100,937027,9.52812099215,42.84761848706251
2020/03/31,48200,-300,-0.62,49100,49500,47600,1106424,14.369787363466676,62.8314487461111
2020/04/01,48100,-100,-0.21,48250,50800,47850,1298461,15.610187574570002,68.51190556612
2020/04/02,49300,1200,2.49,49100,50000,48500,1071663,18.26425319853333,82.82800529460002
2020/04/03,49850,550,1.12,50100,51200,49200,963015,8.524399191099999,39.008432069600005
2020/04/06,51100,1250,2.51,50400,51100,49900,868309,13.495993306029998,58.23382159416002
2020/04/07,54500,3400,6.65,52500,55600,50900,2123508,15.758855196546154,62.9281301524308
2020/04/08,53300,-1200,-2.2,54800,54800,53300,1593974,12.544693944416666,53.25624727898335
2020/04/09,54200,900,1.69,54200,54300,53300,926771,17.87952578842001,83.15679846466
2020/04/10,53800,-400,-0.74,54100,54100,53300,687486,4.8731219036,17.65397638526667
2020/04/13,53200,-600,-1.12,53800,54100,52800,626957,10.770417430636366,47.6660075755909
2020/04/14,53600,400,0.75,53600,53900,53000,922591,13.887732317685716,69.05901104291429
2020/04/16,53500,-100,-0.19,53100,53600,52500,788724,12.8274262615,59.72970637005999
2020/04/17,54500,1000,1.87,54300,55900,53900,1414373,10.883770003899995,49.1745388098
2020/04/20,53800,-700,-1.28,54700,54800,53500,809110,12.507005863558335,56.83912992340834
2020/04/21,52600,-1200,-2.23,53400,53500,51700,1029388,18.530827271933333,80.50661711076668
2020/04/22,52400,-200,-0.38,52000,52400,51300,727548,12.402272742933336,57.42804220753336
2020/04/23,53300,900,1.72,52700,53500,52500,702412,14.7327982916625,63.89276470763751
2020/04/24,52600,-700,-1.31,52800,53200,52300,529035,7.892613922566667,35.84750740625
2020/04/27,53400,800,1.52,52800,53800,52700,561740,16.092492624557142,63.75414063692858
2020/04/28,53600,200,0.37,53800,54500,53100,712240,17.7830855697875,84.7975364056375
2020/04/29,54900,1300,2.43,53900,55100,53600,1017067,15.04047828764167,64.53013939704168
2020/05/04,55200,300,0.55,54000,55800,53400,1119161,5.092688301566668,23.457458214266666
2020/05/06,55500,300,0.54,56300,56400,55200,805783,17.470120719133337,78.5431892365667
2020/05/07,54700,-800,-1.44,55100,55100,54100,754248,16.455873295485713,73.85182079588574
2020/05/08,55200,500,0.91,55000,55500,54900,632501,14.800121822999996,64.07953420070001
2020/05/11,54500,-700,-1.27,55400,55700,54300,536547,16.841646229775,66.39305449975001
2020/05/12,54500,0,0.0,54600,55400,54000,707739,12.124684509425,52.67648009001251
2020/05/13,55000,500,0.92,53800,55000,53600,577061,16.91651448129999,67.693352507875
2020/05/14,54200,-800,-1.45,54500,54900,53900,593689,12.805083291300004,56.67746726666
2020/05/15,54400,200,0.37,54200,54500,53400,504474,6.9450033314,43.78868541485
2020/05/18,56400,2000,3.68,54800,56400,54400,1005066,15.287062657780004,69.07476183994001
2020/05/19,58200,1800,3.19,57800,58600,57200,1138915,12.693531265799995,61.36488335070001
2020/05/20,58000,-200,-0.34,57700,58000,57100,552137,16.05136993301999,68.97200485264001
2020/05/21,57200,-800,-1.38,58000,58300,57000,709139,13.889531711399998,67.14171971972858
2020/05/22,56300,-900,-1.57,57200,57300,55900,518452,14.671338578277776,63.6430739245778
2020/05/25,56100,-200,-0.36,56600,56600,55400,478311,13.848274975516668,67.19513068471667
2020/05/26,57100,1000,1.78,56300,57800,56200,674912,11.82784143426,53.72700174726001
2020/05/27,59500,2400,4.2,57500,60000,57400,1707086,15.278592952874996,66.2662485728375
2020/05/28,58500,-1000,-1.68,59700,59800,57400,1094166,9.4153609319,39.711297230000014
2020/05/29,59300,800,1.37,57900,59300,57500,900113,13.2457905306,58.96479149420004
2020/06/01,59200,-100,-0.17,59000,59500,58500,550906,12.7918065093,59.127628816987496
2020/06/02,60000,800,1.35,59200,61000,59200,846026,18.4562061433,74.93774854970002
2020/06/03,62100,2100,3.5,60500,62400,60500,1433963,19.192618023479994,77.36743224350002
2020/06/04,62200,100,0.16,62800,63100,61200,934862,10.67570132585,55.46282677085
2020/06/05,63000,800,1.29,62200,63000,61700,860924,10.130616691328571,53.74424936107143
2020/06/08,64000,1000,1.59,64500,64500,63000,975466,14.013973488775,54.01961123382502
2020/06/09,66600,2600,4.06,64800,67100,64500,1897513,13.960310731675,54.19267992660003
2020/06/10,70100,3500,5.26,67400,70400,66600,2744224,16.693826955233334,66.14825614813334
2020/06/11,69000,-1100,-1.57,69500,70800,67500,1942350,12.084741616228571,51.27213368131428
2020/06/12,67800,-1200,-1.74,65300,68900,65200,1689624,8.543100381499999,38.57001967973332
2020/06/15,62900,-4900,-7.23,67000,67100,62800,1545344,13.743847437739998,57.40565993594002
2020/06/16,65200,2300,3.66,65100,66100,64400,1220699,15.785770762566669,69.71823569873332
2020/06/17,68200,3000,4.6,64700,68300,64600,1576915,11.195066591625,46.10454616702501
2020/06/18,67800,-400,-0.59,68000,69200,66900,946224,10.188548743500002,47.820507952233335
2020/06/19,68800,1000,1.47,68500,68800,65900,861053,24.01201581412,109.48207186804002
2020/06/22,67500,-1300,-1.89,67900,68500,67300,632910,11.03460979337143,48.98417271027142
2020/06/23,66600,-900,-1.33,68100,68100,65000,849668,11.38470440276666,54.1474548164
2020/06/24,67000,400,0.6,66400,68000,66200,622511,14.151972282549998,83.77700517594997
2020/06/25,64700,-2300,-3.43,65600,66000,64600,798688,16.21054889833846,63.82092460877693
2020/06/26,64700,0,0.0,65500,65500,64500,528872,27.4179519987,108.42609858410012
2020/06/29,63500,-1200,-1.85,63800,64000,62500,756841,16.86858999326667,68.51138373550002
2020/06/30,63200,-300,-0.47,64000,64500,63200,648411,15.548142819263637,62.11340511455456
2020/07/01,64400,1200,1.9,64000,65400,63600,564319,20.92997448192,73.83017635308
2020/07/02,64600,200,0.31,64500,65200,64000,451291,15.245293069850002,55.71831391178335
2020/07/03,65000,400,0.62,65000,65400,64100,494161,17.720136078775003,72.27895437357502
2020/07/06,68100,3100,4.77,65500,68800,65000,1461414,14.332180013050005,50.74393338702001
2020/07/07,65500,-2600,-3.82,69400,69500,64600,1720050,14.143662742566669,53.0255875168889
2020/07/08,66400,900,1.37,66200,67900,65600,1111546,14.51752387765,58.66354414012502
2020/07/09,67700,1300,1.96,67500,68400,67100,984866,14.029127345499996,54.40137342335714
2020/07/10,68200,500,0.74,68100,68600,66500,781290,10.96172349747143,43.93466116021428
2020/07/13,68500,300,0.44,69200,69400,68200,569857,10.69180042305,38.43065955457501
2020/07/14,70800,2300,3.36,68700,71200,68600,1780194,33.22067126106666,66.49791636265559
2020/07/15,74900,4100,5.79,71700,75000,71600,2504840,20.5745043794,57.84966322348571
2020/07/16,74500,-400,-0.53,75100,76000,73000,1184023,14.783625560137502,56.4749364970375
2020/07/17,75700,1200,1.61,75100,76700,74200,1266762,14.969711611366664,59.49538355516668
2020/07/20,76000,300,0.4,75600,76200,74500,901831,13.914953992157146,48.52137000998573
2020/07/21,74900,-1100,-1.45,76200,76300,74600,912127,16.726808835320004,47.26255109590001
2020/07/22,75000,100,0.13,75000,76300,74500,801570,15.849408212800006,62.35702077580003
2020/07/23,74100,-900,-1.2,74800,74800,73100,759138,14.821926953999997,53.85490212353002
2020/07/24,74100,0,0.0,73400,75200,73000,698830,11.52365282792,40.74897390092001
2020/07/27,73600,-500,-0.67,73700,75300,73300,568984,14.92358290134,60.29211284210002
2020/07/28,72500,-1100,-1.49,74000,74200,72100,975596,11.80103765465,40.3520341007
2020/07/29,72000,-500,-0.69,72500,73400,71700,804210,12.43289791965,43.229509781807145
2020/07/30,72100,100,0.14,72700,73500,71800,735701,20.62379342152,79.54517665607001
2020/07/31,70700,-1400,-1.94,72200,72500,70600,851076,14.657051753799998,53.5476737365
2020/08/03,74000,3300,4.67,71300,74500,71000,1183563,17.527811225666664,43.61638074596667
2020/08/04,77900,3900,5.27,74900,78100,74000,1738014,14.327728066842855,42.75162420098571
2020/08/05,78300,400,0.51,78900,78900,76500,1197933,8.713427010300002,40.63850512164999
2020/08/06,77200,-1100,-1.4,78300,78900,76900,899941,19.908608107857138,71.85646218988572
2020/08/07,77200,0,0.0,77800,78300,76300,759800,17.043568228099996,48.44431787755002
2020/08/10,85700,8500,11.01,77100,86200,76500,3706582,20.05093776911,51.6542404927
2020/08/11,83000,-2700,-3.15,86300,86300,83000,1684857,17.715220592155557,61.56251460214446
2020/08/12,87300,4300,5.18,82900,88900,81300,2704977,19.74451572369999,59.5477407045
2020/08/13,87000,-300,-0.34,87700,90300,85000,1950559,16.642038896649996,55.0236091595
2020/08/14,88700,1700,1.95,87400,90000,85900,1669303,22.2352685868,67.79065980215
2020/08/18,84000,-4700,-5.3,88300,89200,82500,1462971,15.094958152722224,59.0713763245
2020/08/19,85000,1000,1.19,84000,88000,83600,1316003,12.910005576933337,44.41231085034445
2020/08/20,84900,-100,-0.12,84700,87300,84000,1424255,15.051699002542858,55.26317664262857
2020/08/21,90300,5400,6.36,86800,91000,86700,2978055,17.536045824637498,45.0128911041875
2020/08/24,90600,300,0.33,90000,91600,89100,1265081,16.9380761885875,59.95517567245001
2020/08/25,90300,-300,-0.33,90500,92400,89600,1161120,13.105326574927272,53.85170269148183
2020/08/26,87900,-2400,-2.66,90200,90200,86800,1571474,17.59281197121666,68.60068414971668
2020/08/27,86200,-1700,-1.93,87700,88700,85500,1330067,15.513799254500002,58.410789356472726
2020/08/28,85900,-300,-0.35,87100,87900,85200,954228,18.6136035716,67.54351130455
2020/08/31,84200,-1700,-1.98,86100,87300,84200,1388783,16.310709743274998,69.4145508457
2020/09/01,87700,3500,4.16,85100,87900,84700,1133236,19.79255829905,64.65279959052502
2020/09/02,86500,-1200,-1.37,89300,89700,85300,1170481,15.99287008835714,61.48217554408573
2020/09/03,85700,-800,-0.92,86500,87300,85600,764553,26.149324153728568,98.7597071995
2020/09/04,84000,-1700,-1.98,83000,84600,83000,974597,17.79974698927143,63.26534560298571
2020/09/07,83800,-200,-0.24,83700,85300,82900,629528,13.45611682828182,47.08959309557272
2020/09/08,85800,2000,2.39,84300,87200,83100,1367597,29.25020298275,70.60219043913752
2020/09/09,90200,4400,5.13,87200,92000,84600,3555936,24.93340132488,67.79158554460001
2020/09/10,93200,3000,3.33,91100,95000,90500,2880767,22.16400894522857,65.39007715215716
2020/09/11,92400,-800,-0.86,93200,93900,89700,1507008,19.71711189375,59.04140751346665
2020/09/14,92100,-300,-0.32,93500,94900,91300,1226790,23.92007969357499,85.14672232995
2020/09/15,91800,-300,-0.33,92000,93100,90700,952767,19.61121918858,66.88393570977999
2020/09/16,90600,-1200,-1.31,91200,93300,90300,815205,14.681819534833332,54.40345134957779
2020/09/17,90600,0,0.0,91000,91200,88900,870174,12.130007997740002,49.351427142440016
2020/09/18,89900,-700,-0.77,90700,90900,88700,931059,11.4388980744,42.2477210512
2020/09/21,90900,1000,1.11,90100,92500,89400,1050515,16.5358117339,51.04122767654546
2020/09/22,88900,-2000,-2.2,90400,91400,88000,1054942,19.268038236880003,70.78458808371002
2020/09/23,91200,2300,2.59,89500,91500,88000,1121711,15.5774813939,45.22202259824546
2020/09/24,89500,-1700,-1.86,89600,91500,89500,1150871,15.616706710127271,52.19020601832729
2020/09/25,92900,3400,3.8,91000,93700,90200,1625943,20.206028577225,55.68120355304998
2020/09/28,91700,-1200,-1.29,93800,94500,91500,905918,14.244615134957144,50.93655937054287
2020/09/29,91700,0,0.0,92700,93400,91500,808542,20.062049437125005,56.54636990130002
2020/10/05,92100,400,0.44,91000,93500,90900,1007727,14.835054059828574,46.05489568788572
2020/10/06,94400,2300,2.5,93500,98500,93200,2733167,17.676238050999995,48.237755114360006
2020/10/07,96100,1700,1.8,94400,96300,92800,1263545,14.334736332025,48.893261932250006
2020/10/08,93300,-2800,-2.91,97000,98900,92700,2181852,12.817629676628572,44.88270462687144
2020/10/12,91900,-1400,-1.5,93600,93800,91000,1139080,14.3708881711,49.084744804340005
2020/10/13,91700,-200,-0.22,92500,93800,91300,1015570,11.344061793825,41.31383987527498
2020/10/14,91400,-300,-0.33,92700,92800,90600,847948,15.818905677180004,58.57763538000002
2020/10/15,91400,0,0.0,91500,92400,91100,678538,10.461198406325,37.82707979275
2020/10/16,89900,-1500,-1.64,91600,92200,89200,749853,16.328784644933332,52.9126052626
2020/10/19,89100,-800,-0.89,90500,90600,88700,487840,18.13752384985,55.114723591875006
2020/10/20,90700,1600,1.8,87600,90700,87600,498432,13.82191320449,49.404766390270005
2020/10/21,90400,-300,-0.33,91400,91400,89800,502901,17.309869119975,61.94652718225002
2020/10/22,88400,-2000,-2.21,90300,90300,87500,598631,17.952101992672723,59.93402906447275
2020/10/23,89600,1200,1.36,89000,89700,88600,453141,8.65834596705,27.29905355095
2020/10/26,89100,-500,-0.56,89400,89800,88600,397433,20.854949815763632,76.17605475277274
2020/10/27,89400,300,0.34,88800,90600,88600,523862,17.75071457848,65.44366769776003
2020/10/28,90000,600,0.67,88900,90200,88800,375683,10.515575237614286,39.82822676097143
2020/10/29,87200,-2800,-3.11,88900,89200,86800,786668,12.014640290887504,44.28026944303751
2020/10/30,84000,-3200,-3.67,87300,87400,83400,981485,19.269527831566663,65.36144652773335
2020/11/02,85500,1500,1.79,85300,86300,84400,510392,5.731001749466667,23.7034140048
2020/11/03,86300,800,0.94,85800,87100,85700,409909,16.760289794840006,64.02784280478001
2020/11/04,86100,-200,-0.23,88100,88100,86000,602908,17.992169544074997,47.78975061620001
2020/11/05,86500,400,0.46,86600,87100,85900,754241,15.844497840644443,57.73864103941112
2020/11/06,87100,600,0.69,86700,87200,86100,707090,16.627388880800005,64.95635277626668
2020/11/09,87300,200,0.23,87900,88300,87100,586050,9.223721682725,35.48397891895
2020/11/10,85900,-1400,-1.6,87800,87800,85500,898189,13.481730562175002,48.189308843975
2020/11/11,86800,900,1.05,86000,87200,85800,960361,7.682152761500001,32.901129616279995
2020/11/12,86100,-700,-0.81,87100,87200,85700,781666,14.878714590988888,56.28143150292223
2020/11/13,85600,-500,-0.58,85900,86400,85200,592333,14.997274225,55.44796112220001
2020/11/16,86500,900,1.05,86500,87500,86300,807027,18.652804917825,58.598871376425
2020/11/17,85000,-1500,-1.73,86600,87100,84800,1066813,16.04794039115,49.395650590825
2020/11/18,88800,3800,4.47,85400,89500,85100,2116015,19.50494029531176,60.16774596082941
2020/11/19,89100,300,0.34,90300,90700,88500,1219430,13.755996369355556,46.6232838064889
2020/11/20,88700,-400,-0.45,89700,90200,87800,588066,12.126146925942852,39.859955429857145
2020/11/23,89200,500,0.56,89100,89900,87700,746317,18.063217010341663,65.22180052781665
2020/11/24,88600,-600,-0.67,89400,89500,88000,871390,15.55197823818333,52.82137025300002
2020/11/25,87500,-1100,-1.24,89100,89500,86600,1022025,13.421996408871427,42.73786341188572
2020/11/26,87000,-500,-0.57,87500,88300,86300,741023,23.41668618585,84.45228686505003
2020/11/27,87800,800,0.92,87000,88000,86800,750504,17.018995179325003,71.8976555027
2020/11/30,85500,-2300,-2.62,87800,87900,85500,1428395,15.437451438066669,60.53228896096668
2020/12/01,86000,500,0.58,86100,86500,85500,693134,14.115996192599995,54.910095848050005
2020/12/02,85900,-100,-0.12,86300,86300,85500,818536,16.58456889778333,50.92458088455834
2020/12/03,90300,4400,5.12,86800,90300,86600,2391369,16.760233340415386,52.05988230989231
2020/12/04,90500,200,0.22,90000,91500,89100,1763876,16.22947909286666,52.08872676786669
2020/12/07,89200,-1300,-1.44,92000,92200,89000,1278901,17.461004112856244,51.928948932531256
2020/12/08,95000,5800,6.5,91000,96500,90900,4702429,19.57888465768182,45.51862911807273
2020/12/09,96200,1200,1.26,96800,98000,95000,2114941,14.313874347825,50.20977414225
2020/12/10,95400,-800,-0.83,95100,95800,93800,1691356,17.400973908439994,60.56847459963
2020/12/11,95800,400,0.42,96100,97100,94900,1013826,29.637618666399995,109.01872069820004
2020/12/14,95000,-800,-0.84,95400,95700,94000,1013069,15.890392303157142,49.62321567050001
2020/12/15,93400,-1600,-1.68,94500,94900,93000,1094196,13.507828190885713,35.3102912852
2020/12/16,97300,3900,4.18,94200,97500,94200,1785477,17.063080184942855,48.686603789857145
2020/12/17,96900,-400,-0.41,97000,97800,96000,1038351,12.23503348664286,47.23223212801428
2020/12/18,95800,-1100,-1.14,97300,97400,95700,835663,17.59926531563999,58.82935307158001
2020/12/21,94900,-900,-0.94,95800,95900,93600,946927,21.155986906066666,71.10954045379998
2020/12/22,92200,-2700,-2.85,94600,94700,91800,943385,13.347279037600002,51.7233161004
2020/12/23,119500,27300,29.61,92700,119500,91100,16565841,26.37291523768333,67.20670245315002
2020/12/24,112000,-7500,-6.28,125000,128500,110500,11918248,19.196166388357145,62.09941620248572
2020/12/28,124500,12500,11.16,114500,136500,113000,21982050,28.751196255935717,70.46141726412144
2020/12/29,131500,7000,5.62,127500,134500,125000,7476122,19.979510405709995,49.66513452777001
2020/12/30,135000,3500,2.66,128000,136000,128000,1533422,24.616309751439992,54.106459486100015
2021/01/04,142000,7000,5.19,136500,144000,136500,1868234,23.77092467490769,62.12295046927694
2021/01/05,140000,-2000,-1.41,139000,140000,137000,1602818,23.77007435171818,70.82478449184546
2021/01/06,137500,-2500,-1.79,148500,150500,137000,5283488,18.078711308431245,58.914305243425005
2021/01/07,150000,12500,9.09,139500,155000,137000,9782722,27.3537547175625,64.67073958674378
2021/01/08,147500,-2500,-1.67,145000,151000,140500,9472733,10.65484912885294,33.43270436154706
2021/01/11,142000,-5500,-3.73,148500,152000,138000,6584433,20.00077460835882,76.29158052892944
2021/01/12,138500,-3500,-2.46,140500,147500,135000,4585235,21.12970416674761,70.31882320222381
2021/01/13,140000,1500,1.08,141000,143500,137000,2589622,23.163384346031812,60.920628860827264
2021/01/14,147000,7000,5.0,138500,150500,138500,5618859,20.92211156872777,58.11218611940557
2021/01/15,140000,-7000,-4.76,145500,146000,139500,3051738,18.24091096097777,76.0324268955667
2021/01/18,139000,-1000,-0.71,141500,145000,138500,2469549,24.758516162299998,67.42222216425003
2021/01/19,148000,9000,6.47,140000,149500,139000,4114713,28.912543045670592,61.85867950574119
2021/01/20,167000,19000,12.84,148500,167000,146500,10340439,26.52247087480384,57.63213584843464
2021/01/21,185000,18000,10.78,168500,192500,163500,16304954,23.846160889791676,52.83593066687086
2021/01/22,177500,-7500,-4.05,183000,193000,177500,7015098,22.528291962700003,55.72299832510003
2021/01/25,178000,500,0.28,177500,181000,174500,2710809,16.9108999317,55.41080700006
2021/01/26,170000,-8000,-4.49,179000,181500,169000,3706727,18.80191074631111,68.78623143942224
2021/01/27,167000,-3000,-1.76,170000,175500,166500,3244402,14.288713659472728,45.21043860682729
2021/01/28,164500,-2500,-1.5,163500,167000,161500,2465978,11.893253762866667,39.1631721904
2021/01/29,153000,-11500,-6.99,166500,166500,150500,5396272,16.38133703816923,43.247961111207694
2021/02/01,158000,5000,3.27,153500,159000,150000,3617362,24.027681936916665,54.96441123330002
2021/02/02,158000,0,0.0,160000,164000,156000,2620315,16.701609598236363,51.34693967130911
2021/02/03,165000,7000,4.43,160500,166000,159000,3179393,28.35230233872222,60.78729926394447
2021/02/04,157500,-7500,-4.55,163000,163000,156000,2660265,18.698428579473337,56.73712403495335
2021/02/05,158000,500,0.32,159000,160500,154500,1914947,24.92319425815455,70.05226714007277
2021/02/08,157000,-1000,-0.63,158000,163500,157000,1895740,20.50866780259375,52.64782880037502
2021/02/09,161000,4000,2.55,158500,168000,157000,3866170,29.169150310000006,67.33833201556155
2021/02/10,167500,6500,4.04,163500,168500,161000,3256875,20.22880526156001,46.860546014530016
2021/02/15,165000,-2500,-1.49,170500,171000,165000,2113807,23.67795080136364,61.71580234547276
2021/02/16,172500,7500,4.55,167000,174000,166000,3199701,25.03465316995455,50.107803134290926
2021/02/17,176000,3500,2.03,172000,177000,169000,2965260,23.085292843433347,63.03889547225835
2021/02/18,171000,-5000,-2.84,175000,176500,168500,2499314,23.526189242122214,82.84040450305558
2021/02/19,168000,-3000,-1.75,170500,172500,164000,2236161,29.65591148812002,73.27993745636005
2021/02/22,166000,-2000,-1.19,172500,174500,164500,2511075,18.91061113216154,57.21874089349233
2021/02/23,157500,-8500,-5.12,161000,162000,157000,2897046,23.92059962481,79.51894028621004
2021/02/24,150000,-7500,-4.76,157500,159000,149000,3061646,21.678538913719056,61.27679600124764
2021/02/25,154000,4000,2.67,153500,154500,151000,1755139,21.55761770051052,57.63135503506842
2021/02/26,146500,-7500,-4.87,148000,150500,146000,2453529,16.14632007485652,60.74224908824348
2021/03/02,149000,2500,1.71,150500,152500,147000,1552321,18.7743725022125,55.61422036968128
2021/03/03,150500,1500,1.01,149000,152000,148000,1033609,20.600096107710005,66.622519688385
2021/03/04,146000,-4500,-2.99,148000,148500,145000,1342531,17.100387055544445,61.03945790635558
2021/03/05,148500,2500,1.71,142500,149500,142000,1479199,28.586172220150008,74.84017419267502
2021/03/08,143000,-5500,-3.7,149500,150000,142000,1165677,14.477561626409091,53.91865461208184
2021/03/09,144500,1500,1.05,143500,146000,142000,1530784,18.17877588972353,57.5479910695412
2021/03/10,142500,-2000,-1.38,148500,149000,142000,1143711,16.7876213526,53.65983263907778
2021/03/11,147500,5000,3.51,143500,149000,143500,1651447,23.77492103255,59.22109432911
2021/03/12,152500,5000,3.39,149500,154500,149500,1567260,25.270716812181828,66.47152415129091
2021/03/15,151500,-1000,-0.66,152500,153500,150500,819248,17.948107255395453,56.97431564621365
2021/03/16,158000,6500,4.29,153500,159500,153000,1996472,19.53713114192857,51.35747415941431
2021/03/17,158000,0,0.0,158000,161000,155000,1543163,16.809451443354547,58.94553665465457
2021/03/18,155500,-2500,-1.58,160500,161000,155500,1400789,11.286761169150004,43.03971859414167
2021/03/19,153000,-2500,-1.61,151500,154000,151500,1195480,15.651783936919998,58.33401915195
2021/03/22,155000,2000,1.31,154000,157000,152500,962272,16.45380164666,54.664491124373335
2021/03/23,145500,-9500,-6.13,155000,155500,145500,2053555,16.697662666423074,69.87286821346153
2021/03/24,146500,1000,0.69,143500,147000,143500,1127948,21.11074530275454,74.16802311255456
2021/03/25,148000,1500,1.02,146000,150500,145000,1138392,20.256383370284617,73.45243564420771
2021/03/26,143000,-5000,-3.38,147000,147000,140500,1993831,16.5236655715,60.62419497456924
2021/03/29,140500,-2500,-1.75,143000,143500,140000,1212152,16.45611469320909,51.02460665361818
2021/03/30,152000,11500,8.19,144000,153000,143500,3244882,18.20792416909,45.12618034124999
2021/03/31,150000,-2000,-1.32,154000,156000,149500,2039038,23.94796218878572,64.80988556667144
2021/04/01,159000,9000,6.0,154500,160500,150500,3574578,22.114698553350003,60.81328030536878
2021/04/02,158500,-500,-0.31,159500,160000,155000,1761019,15.039035840974996,52.11382961231251
2021/04/05,154500,-4000,-2.52,163000,165000,153000,3827492,17.184453804209994,52.62752297101251
2021/04/06,160000,5500,3.56,158000,162500,156500,3084796,19.39452507836842,50.39983601363159
2021/04/07,158500,-1500,-0.94,160000,163500,158000,2655588,16.967725914845456,53.09165660689546
2021/04/08,156500,-2000,-1.26,160000,160500,156000,1735278,16.273835055487506,54.2416163218875
2021/04/09,158500,2000,1.28,157500,162500,157000,1764047,23.02920411755556,75.37436031494445
2021/04/12,156500,-2000,-1.26,159000,161000,156000,1005281,16.804269331468753,58.39574172026877
2021/04/13,157500,1000,0.64,156500,158500,155000,1114768,14.775692571742857,55.07470233821429
2021/04/14,161500,4000,2.54,163500,165000,159000,2454760,25.804444052455555,53.790867084333335
2021/04/15,172000,10500,6.5,162000,172000,161000,5009228,27.65224745781333,67.00773359691335
2021/04/16,168500,-3500,-2.03,173000,173500,166500,2328661,18.404600702516664,67.55160278628335
2021/04/19,171000,2500,1.48,170500,174500,169000,2281804,16.4361348934125,57.67996494267501
2021/04/20,172000,1000,0.58,170500,172000,168500,1209405,13.194685585509998,48.45022019165
2021/04/21,166000,-6000,-3.49,170000,170000,165500,2042543,17.73351388220714,66.3850265430643
2021/04/22,163500,-2500,-1.51,167500,168500,163000,1321558,16.665148625860002,54.84571244480666
2021/04/23,163500,0,0.0,161500,166500,160000,1125379,19.513872670140003,63.28152482701997
2021/04/26,169500,6000,3.67,165000,170000,163500,1892283,18.760685659014285,64.41082300754287
2021/04/27,167000,-2500,-1.47,170000,170500,166500,1027920,16.324721478024998,59.003280655770006
2021/04/28,164000,-3000,-1.8,167500,168500,163000,1095517,16.924015449141173,53.96257025354706
2021/04/29,162000,-2000,-1.22,165000,165500,160000,1192074,15.133509951050002,50.702508964950006
2021/04/30,157500,-4500,-2.78,164000,165500,157000,1601686,21.848927155081245,73.31553432003751
2021/05/03,155000,-2500,-1.59,156500,158500,153000,1410927,16.388499313375,51.672101183750016
2021/05/04,154500,-500,-0.32,155000,156500,152500,1063073,11.0194760149,42.84065426588
2021/05/06,151500,-3000,-1.94,154000,154500,149500,1825692,14.211563079416669,50.59699520898332
2021/05/07,153000,1500,0.99,152500,155000,152000,949811,19.65608457943333,53.98044750926666
2021/05/10,153500,500,0.33,154500,155000,153000,1183390,15.737850008929996,55.13096073209
2021/05/11,149000,-4500,-2.93,151500,152500,148500,1632384,18.772989523430773,71.89356064605387
2021/05/12,147000,-2000,-1.34,148500,150000,145000,1308616,14.17452777494,41.12393922266001
2021/05/13,148000,1000,0.68,144500,150000,144000,1541542,17.3387157492,56.824109956000015
2021/05/14,148500,500,0.34,149000,150000,146500,634322,20.094387985145456,67.7506271766
2021/05/17,147500,-1000,-0.67,151000,151000,146000,553776,14.605847140618751,51.97021091695
2021/05/18,150000,2500,1.69,148000,150500,147000,551940,19.608005002300004,70.89631526454998
2021/05/20,149500,-500,-0.33,150000,151500,148000,589695,16.509184428062497,51.75275805455
2021/05/21,149500,0,0.0,151500,152000,149500,686324,16.68774125106666,60.03499090204448
2021/05/24,149500,0,0.0,149500,150500,147500,537981,13.829282396074996,44.89189257126668
2021/05/25,153500,4000,2.68,151500,154000,150500,894261,18.38702456423571,45.89636382110715
2021/05/26,152000,-1500,-0.98,153500,155000,151000,698912,15.97173797896428,55.43715246025714
2021/05/27,149500,-2500,-1.64,152000,153500,148000,1163137,14.37251464596,48.450653574830014
2021/05/28,151500,2000,1.34,150500,153000,149500,612753,16.66154484785,55.39040204743751
2021/05/31,152000,500,0.33,153000,154500,151000,530955,16.471411135378567,55.03589244169999
2021/06/01,151500,-500,-0.33,151500,153000,150000,656695,18.73070923445833,67.1420087593667
2021/06/02,151500,0,0.0,152000,153000,151000,448035,15.975796937036364,52.32604572045455
2021/06/03,154500,3000,1.98,152000,156000,152000,1156086,15.993518849225005,53.9166510761625
