date,close,diff,start,high,low,volume,MA_3,MA_7,MA_15,MA_30,EWM_3,EWM_7,EWM_15,EWM_30,PPO_3,PPO_7,PPO_15,PPO_30,RSI,CCI,macd
2020-01-07,47000,400,46600,47350,46600,817477,46916.666666666664,47485.71428571428,48440.0,47586.666666666664,46965.455079738356,47412.331338581505,47775.10300856938,47615.771883365655,100.17761989342806,98.9771359807461,97.02725020644097,98.76716166993556,0.6562499999999999,-75.25089804836504,-346.4559633779224
2020-01-08,46150,-850,46100,46550,45800,1197780,46583.333333333336,47021.42857142857,48183.333333333336,47585.0,46557.72753986881,47096.74533021856,47570.98744911813,47514.15203237924,99.06976744186046,98.14674160716999,95.78000691802144,96.98434380582115,0.6526315789473685,-145.08107471822476,-376.34160083829266
2020-01-09,46500,350,46400,47300,46150,1371428,46550.0,46800.0,48013.333333333336,47600.0,46528.86376993439,46947.55787242664,47436.55057681266,47444.179074300555,99.89258861439313,99.35897435897436,96.84809775062482,97.68907563025209,0.5828571428571429,-134.13845954979368,-356.5546091632587
2020-01-10,46800,300,46500,46950,46100,1223959,46483.333333333336,46678.57142857143,47936.666666666664,47631.666666666664,46664.43188496723,46910.66819564138,47356.688883460636,47399.93120937068,100.68124775905343,100.2601377199694,97.6288157986232,98.25396269988454,0.6710526315789473,-176.2440610152542,-308.89970943452647
2020-01-13,46700,-100,46950,47000,46050,723834,46666.666666666664,46700.0,47756.666666666664,47651.666666666664,46682.21594248361,46858.00092328371,47274.33852498851,47352.05357507714,100.07142857142857,100.0,97.78739443009702,98.00286803539576,0.6753246753246753,-249.32956439805818,-270.2058654379283
2020-01-14,47850,1150,46800,47950,46600,1230507,47116.666666666664,46800.0,47653.333333333336,47695.0,47266.107971241836,47106.001481592226,47346.498815506544,47385.98288449409,101.55642023346303,102.24358974358974,100.41270285394515,100.32498165426145,0.5705882352941177,-135.20436574228856,-161.28177751154982
2020-01-15,47900,50,47350,48100,47300,1051882,47483.333333333336,46985.71428571428,47576.666666666664,47756.666666666664,47583.05398562093,47304.50158490966,47415.85685950045,47420.880813908705,100.87750087750086,101.94588020674978,100.679604848315,100.30013261673763,0.6298701298701299,-86.50937689050643,-81.71574467086393
2020-01-16,48000,100,47650,48050,47100,1063894,47916.666666666664,47128.57142857143,47450.0,47825.0,47791.52699281046,47478.376499893326,47489.03205409208,47460.066381766264,100.17391304347827,101.84904516520157,101.15911485774501,100.36591740721379,0.5986394557823129,102.31292517006949,-21.420642265073823
2020-01-17,47900,-100,47300,47950,47150,1067206,47933.333333333336,47378.57142857143,47346.666666666664,47893.333333333336,47845.763496405234,47583.78251641619,47540.49985596912,47489.74067274411,99.93045897079277,101.10055781697574,101.1686848774993,100.01391982182628,0.6013513513513513,71.5396578538097,11.251502080816286
2020-01-20,48300,400,47750,48700,47300,1039883,48066.666666666664,47635.71428571428,47273.333333333336,47968.333333333336,48072.88174820261,47762.8370675832,47635.59388314178,47544.23410774992,100.48543689320388,101.39451192082771,102.17176702862783,100.6914283728849,0.4806201550387597,-131.992074378906,56.03865085526522
