date,close,diff,start,high,low,volume,MA_3,MA_7,MA_15,MA_30,EWM_3,EWM_7,EWM_15,EWM_30,PPO_3,PPO_7,PPO_15,PPO_30,RSI,CCI,macd
2016-07-01,55100,1200,54500,55200,54100,609842,54233.333333333336,53600.0,54266.666666666664,54403.333333333336,54354.227321952305,54041.22557510252,54190.64307944978,54353.69918211497,101.59803318992009,102.79850746268657,101.53562653562653,101.28055878928987,0.528,-103.63294253871607,-37.03643226851935
2016-07-04,56300,1200,54700,56300,54300,606923,55100.0,53757.142857142855,54300.0,54550.0,55327.11366097703,54605.92486027334,54455.581711431936,54488.63341119437,102.17785843920144,104.73026840287005,103.68324125230201,103.20806599450046,0.432,-558.6640641943213,115.56308427210769
2016-07-05,55900,-400,56000,56500,55500,457414,55766.666666666664,54271.42857142857,54386.666666666664,54653.333333333336,55613.55683048865,54929.44608534407,54636.89389877439,54586.012790221466,100.23909145248058,103.00078968149514,102.78254474135818,102.28104415711148,0.432,-1463.0136986301318,181.75112634446612
2016-07-06,55100,-800,55800,56600,54700,557909,55766.666666666664,54714.28571428572,54446.666666666664,54723.333333333336,55356.77841524426,54972.084805208004,54694.995232419744,54621.31793678906,98.80454273759713,100.70496083550913,101.19995102240726,100.68831089724067,0.4409448818897638,-13275.362318839656,165.26388695487287
2016-07-07,56400,1300,55500,56900,55000,725132,55800.0,55200.0,54633.333333333336,54836.666666666664,55878.38920762219,55329.065118438484,54908.80691302409,54742.98573529097,101.0752688172043,102.17391304347827,103.23367907260523,102.85089052337244,0.40875912408759124,-3721.8543046357436,226.84371144326366
2016-07-08,56200,-200,56900,57400,56100,642248,55900.0,55557.142857142855,54786.666666666664,54930.0,56039.194603811105,55546.79953165245,55070.66048898069,54842.26446355955,100.53667262969587,101.15710979686294,102.57970309077635,102.31203349717823,0.4957264957264957,-3762.144053601322,241.04280055667758
2016-07-11,55100,-1100,56100,56600,54900,1028224,55900.0,55728.57142857143,54720.0,54913.333333333336,55569.59730190554,55435.09938216975,55074.33696005798,54859.76278469907,98.56887298747765,98.87208408100487,100.69444444444444,100.33992958601432,0.5241935483870968,-1057.613168724286,168.46883246410087
2016-07-12,56400,1300,55300,56700,54800,842443,55900.0,55914.28571428572,54766.666666666664,54936.666666666664,55984.79865095278,55676.3249683864,55240.4018235908,54963.98152130195,100.89445438282647,100.86867654573327,102.98234936092514,102.66367332079365,0.441860465116279,-17356.725146197467,193.86445199127743
2016-07-13,55600,-800,56600,56900,55200,855891,55700.0,55814.28571428572,54813.333333333336,54920.0,55792.399325476385,55657.24370067526,55285.43630348895,55006.882078617724,99.82046678635548,99.61607371384693,101.43517392361956,101.23816460305899,0.48507462686567165,1096.8553459119557,148.341513314676
2016-07-14,55900,300,55800,56500,55200,625935,55966.666666666664,55814.28571428572,54860.0,54913.333333333336,55846.199662738196,55717.932836607906,55362.38340786366,55066.94811150894,99.88088147706969,100.15357051446121,101.89573459715639,101.79677066893287,0.3333333333333333,436.87298883210303,128.9285914506366
