,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
265,2020/11/02,79600,-300,-0.38,80200,80600,79200,2000394,159651019600,57948988254000,728002365
264,2020/11/03,81400,1800,2.26,79600,81400,79600,2057723,166103818500,59259392511000,728002365
263,2020/11/04,83200,1800,2.21,82100,84400,81200,3782296,313471937300,60569796768000,728002365
262,2020/11/05,86100,2900,3.49,84100,86200,83300,4082325,348613876600,62681003626500,728002365
261,2020/11/06,86300,200,0.23,86500,87700,86000,2863808,247944677300,62826604099500,728002365
260,2020/11/09,86000,-300,-0.35,86500,87300,85600,2444330,211176309559,62608203390000,728002365
259,2020/11/10,86500,500,0.58,86900,87200,85900,2849783,246334269000,62972204572500,728002365
258,2020/11/11,87000,500,0.58,86100,87200,85900,2638617,229019677500,63336205755000,728002365
257,2020/11/12,88100,1100,1.26,87600,88400,87000,4006433,351888492600,64137008356500,728002365
256,2020/11/13,89700,1600,1.82,88100,90000,87500,3774278,337060042300,65301812140500,728002365
255,2020/11/16,98000,8300,9.25,92100,98100,91100,9274278,885204121740,71344231770000,728002365
254,2020/11/17,98100,100,0.1,97400,99600,96500,5218295,513426181370,71417032006500,728002365
253,2020/11/18,98000,-100,-0.1,99800,100500,96600,3734037,366662518288,71344231770000,728002365
252,2020/11/19,98200,200,0.2,96200,98300,96000,2766688,269481229700,71489832243000,728002365
251,2020/11/20,96800,-1400,-1.43,99000,99000,96800,2424003,236121198500,70470628932000,728002365
250,2020/11/23,100000,3200,3.31,97300,101000,96600,4149013,413915943700,72800236500000,728002365
249,2020/11/24,98600,-1400,-1.4,101000,102000,98300,3766043,375181810246,71781033189000,728002365
248,2020/11/25,97200,-1400,-1.42,100500,100500,96300,4081524,400555988900,70761829878000,728002365
247,2020/11/26,99400,2200,2.26,96800,99500,96300,2933290,288277274800,72363435081000,728002365
246,2020/11/27,98800,-600,-0.6,99600,99900,98200,1976047,195380321200,71926633662000,728002365
245,2020/11/30,97500,-1300,-1.32,99700,99800,97300,3877841,379627794667,70980230587500,728002365
244,2020/12/01,100500,3000,3.08,98600,101500,97800,4455519,446056404700,73164237682500,728002365
243,2020/12/02,109000,8500,8.46,103000,109500,103000,7488361,803615355500,79352257785000,728002365
242,2020/12/03,111500,2500,2.29,110500,114500,109000,6617912,735573889408,81172263697500,728002365
241,2020/12/04,115000,3500,3.14,116000,119500,112500,8258814,958024798000,83720271975000,728002365
240,2020/12/07,118000,3000,2.61,118500,120000,116000,5191354,613379321750,85904279070000,728002365
239,2020/12/08,115000,-3000,-2.54,118000,118000,114000,4536460,524960729736,83720271975000,728002365
238,2020/12/09,120500,5500,4.78,116000,121000,115000,5490760,651044989000,87724284982500,728002365
237,2020/12/10,116500,-4000,-3.32,117000,118500,115500,8205744,959915015500,84812275522500,728002365
236,2020/12/11,115500,-1000,-0.86,118000,118000,115000,3944552,458289098500,84084273157500,728002365
235,2020/12/14,117000,1500,1.3,116000,119000,115500,3066761,359109177587,85176276705000,728002365
234,2020/12/15,117500,500,0.43,118500,118500,115000,2755902,321349838500,85540277887500,728002365
233,2020/12/16,117500,0,0.0,119000,119500,117000,2213552,260552844500,85540277887500,728002365
232,2020/12/17,119500,2000,1.7,118500,119500,117000,3649945,432269984000,86996282617500,728002365
231,2020/12/18,118500,-1000,-0.84,118500,119000,117500,3010798,355947794780,86268280252500,728002365
230,2020/12/21,116000,-2500,-2.11,118000,118000,114500,3585805,414706891903,84448274340000,728002365
229,2020/12/22,112500,-3500,-3.02,115000,115500,112500,4270842,485295511328,81900266062500,728002365
228,2020/12/23,116000,3500,3.11,113000,116000,112500,3173156,363208092500,84448274340000,728002365
