,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
178,2020/08/27,79100,300,0.38,80200,80200,78800,4223450,335794412800,57584987071500,728002365
177,2020/08/28,77800,-1300,-1.64,79500,79600,77700,2511956,196420844304,56638583997000,728002365
176,2020/08/31,75100,-2700,-3.47,78200,78800,75100,5113128,388582174600,54672977611500,728002365
175,2020/09/01,75200,100,0.13,75200,76500,75200,2538676,191845520800,54745777848000,728002365
174,2020/09/02,75500,300,0.4,75900,76400,74900,2369360,178744172820,54964178557500,728002365
173,2020/09/03,78700,3200,4.24,77700,79700,77200,7002529,551333914770,57293786125500,728002365
172,2020/09/04,78700,0,0.0,76400,79400,76100,4582566,357748053900,57293786125500,728002365
171,2020/09/07,78400,-300,-0.38,78600,79500,77600,2786930,218349968500,57075385416000,728002365
170,2020/09/08,79400,1000,1.28,78700,80000,78200,3380355,267736731800,57803387781000,728002365
169,2020/09/09,77300,-2100,-2.64,77900,78400,77200,3918435,305036735025,56274582814500,728002365
168,2020/09/10,76600,-700,-0.91,78000,78200,76600,3541520,272690710300,55764981159000,728002365
167,2020/09/11,78400,1800,2.35,76700,78500,76300,2831262,219991757400,57075385416000,728002365
166,2020/09/14,80000,1600,2.04,79100,80100,78900,4099644,326791141400,58240189200000,728002365
165,2020/09/15,81900,1900,2.38,81300,82100,80200,5899410,481035213300,59623393693500,728002365
164,2020/09/16,81500,-400,-0.49,81700,82400,80500,3119110,253675146400,59332192747500,728002365
163,2020/09/17,82200,700,0.86,81900,82900,81200,4055050,332692384768,59841794403000,728002365
162,2020/09/18,83700,1500,1.82,82900,83900,82200,5199334,432538562400,60933797950500,728002365
161,2020/09/21,84500,800,0.96,83700,85000,83600,4102947,346936913500,61516199842500,728002365
160,2020/09/22,81300,-3200,-3.79,84400,84800,80200,4139983,340340683784,59186592274500,728002365
159,2020/09/23,83600,2300,2.83,82300,84800,80500,4439085,367169323600,60860997714000,728002365
158,2020/09/24,84300,700,0.84,82800,85400,82300,6401560,541562339800,61370599369500,728002365
157,2020/09/25,82900,-1400,-1.66,85800,85900,82200,3205596,268532032600,60351396058500,728002365
156,2020/09/28,82500,-400,-0.48,83400,83700,81300,3154068,259586124900,60060195112500,728002365
155,2020/09/29,84000,1500,1.82,83100,84900,82200,4707898,396447085300,61152198660000,728002365
154,2020/10/05,83200,-800,-0.95,83000,84100,82300,3396894,282884127576,60569796768000,728002365
153,2020/10/06,83000,-200,-0.24,84000,84200,82600,2750145,228785586609,60424196295000,728002365
152,2020/10/07,83400,400,0.48,82900,83700,82500,2254356,187490033150,60715397241000,728002365
151,2020/10/08,82900,-500,-0.6,84300,84500,82900,3330824,277459883800,60351396058500,728002365
150,2020/10/12,85500,2600,3.14,83900,85500,83500,4464264,379388682000,62244202207500,728002365
149,2020/10/13,88200,2700,3.16,85500,89000,84600,6375448,553188776354,64209808593000,728002365
148,2020/10/14,86500,-1700,-1.93,88000,88900,86100,3223767,281533136850,62972204572500,728002365
147,2020/10/15,87100,600,0.69,86100,87300,85900,2802900,242746343700,63409005991500,728002365
146,2020/10/16,85300,-1800,-2.07,87000,87900,84900,2435541,209686982700,62098601734500,728002365
145,2020/10/19,86700,1400,1.64,86100,87900,85800,3150011,274650442600,63117805045500,728002365
144,2020/10/20,85200,-1500,-1.73,85300,90900,83700,6622637,567966165400,62025801498000,728002365
143,2020/10/21,83800,-1400,-1.64,85300,86200,82800,4925877,414313821100,61006598187000,728002365
142,2020/10/22,83300,-500,-0.6,84200,84300,82500,2593975,215562088236,60642597004500,728002365
141,2020/10/23,83900,600,0.72,82800,84700,82300,2609595,218627671300,61079398423500,728002365
140,2020/10/26,83200,-700,-0.83,84300,84700,83000,1662847,139286481800,60569796768000,728002365
139,2020/10/27,82600,-600,-0.72,82300,83400,81800,2265817,187252358800,60132995349000,728002365
138,2020/10/28,82900,300,0.36,82100,83600,82000,1773556,146796077400,60351396058500,728002365
137,2020/10/29,81700,-1200,-1.45,81900,82400,81000,2637314,214752630200,59477793220500,728002365
136,2020/10/30,79900,-1800,-2.2,81600,82100,79900,2710477,219064698950,58167388963500,728002365
135,2020/11/02,79600,-300,-0.38,80200,80600,79200,2000394,159651019600,57948988254000,728002365
134,2020/11/03,81400,1800,2.26,79600,81400,79600,2057723,166103818500,59259392511000,728002365
133,2020/11/04,83200,1800,2.21,82100,84400,81200,3782296,313471937300,60569796768000,728002365
132,2020/11/05,86100,2900,3.49,84100,86200,83300,4082325,348613876600,62681003626500,728002365
131,2020/11/06,86300,200,0.23,86500,87700,86000,2863808,247944677300,62826604099500,728002365
130,2020/11/09,86000,-300,-0.35,86500,87300,85600,2444330,211176309559,62608203390000,728002365
129,2020/11/10,86500,500,0.58,86900,87200,85900,2849783,246334269000,62972204572500,728002365
128,2020/11/11,87000,500,0.58,86100,87200,85900,2638617,229019677500,63336205755000,728002365
127,2020/11/12,88100,1100,1.26,87600,88400,87000,4006433,351888492600,64137008356500,728002365
126,2020/11/13,89700,1600,1.82,88100,90000,87500,3774278,337060042300,65301812140500,728002365
125,2020/11/16,98000,8300,9.25,92100,98100,91100,9274278,885204121740,71344231770000,728002365
124,2020/11/17,98100,100,0.1,97400,99600,96500,5218295,513426181370,71417032006500,728002365
123,2020/11/18,98000,-100,-0.1,99800,100500,96600,3734037,366662518288,71344231770000,728002365
122,2020/11/19,98200,200,0.2,96200,98300,96000,2766688,269481229700,71489832243000,728002365
121,2020/11/20,96800,-1400,-1.43,99000,99000,96800,2424003,236121198500,70470628932000,728002365
120,2020/11/23,100000,3200,3.31,97300,101000,96600,4149013,413915943700,72800236500000,728002365
119,2020/11/24,98600,-1400,-1.4,101000,102000,98300,3766043,375181810246,71781033189000,728002365
118,2020/11/25,97200,-1400,-1.42,100500,100500,96300,4081524,400555988900,70761829878000,728002365
117,2020/11/26,99400,2200,2.26,96800,99500,96300,2933290,288277274800,72363435081000,728002365
116,2020/11/27,98800,-600,-0.6,99600,99900,98200,1976047,195380321200,71926633662000,728002365
115,2020/11/30,97500,-1300,-1.32,99700,99800,97300,3877841,379627794667,70980230587500,728002365
114,2020/12/01,100500,3000,3.08,98600,101500,97800,4455519,446056404700,73164237682500,728002365
113,2020/12/02,109000,8500,8.46,103000,109500,103000,7488361,803615355500,79352257785000,728002365
112,2020/12/03,111500,2500,2.29,110500,114500,109000,6617912,735573889408,81172263697500,728002365
111,2020/12/04,115000,3500,3.14,116000,119500,112500,8258814,958024798000,83720271975000,728002365
110,2020/12/07,118000,3000,2.61,118500,120000,116000,5191354,613379321750,85904279070000,728002365
109,2020/12/08,115000,-3000,-2.54,118000,118000,114000,4536460,524960729736,83720271975000,728002365
108,2020/12/09,120500,5500,4.78,116000,121000,115000,5490760,651044989000,87724284982500,728002365
107,2020/12/10,116500,-4000,-3.32,117000,118500,115500,8205744,959915015500,84812275522500,728002365
106,2020/12/11,115500,-1000,-0.86,118000,118000,115000,3944552,458289098500,84084273157500,728002365
105,2020/12/14,117000,1500,1.3,116000,119000,115500,3066761,359109177587,85176276705000,728002365
104,2020/12/15,117500,500,0.43,118500,118500,115000,2755902,321349838500,85540277887500,728002365
103,2020/12/16,117500,0,0.0,119000,119500,117000,2213552,260552844500,85540277887500,728002365
102,2020/12/17,119500,2000,1.7,118500,119500,117000,3649945,432269984000,86996282617500,728002365
101,2020/12/18,118500,-1000,-0.84,118500,119000,117500,3010798,355947794780,86268280252500,728002365
100,2020/12/21,116000,-2500,-2.11,118000,118000,114500,3585805,414706891903,84448274340000,728002365
99,2020/12/22,112500,-3500,-3.02,115000,115500,112500,4270842,485295511328,81900266062500,728002365
98,2020/12/23,116000,3500,3.11,113000,116000,112500,3173156,363208092500,84448274340000,728002365
97,2020/12/24,118000,2000,1.72,116000,118500,115500,3486636,409772029000,85904279070000,728002365
96,2020/12/28,115500,-2500,-2.12,119000,119500,115000,4825132,567198040500,84084273157500,728002365
95,2020/12/29,116000,500,0.43,118000,118500,114000,4208916,488461750000,84448274340000,728002365
94,2020/12/30,118500,2500,2.16,116000,118500,114500,4195192,489962294500,86268280252500,728002365
93,2021/01/04,126000,7500,6.33,124500,128000,120500,7995016,994276505704,91728297990000,728002365
92,2021/01/05,130500,4500,3.57,124500,132500,124000,7180224,920710588023,95004308632500,728002365
91,2021/01/06,131000,500,0.38,132500,137000,130000,8525749,1132130170500,95368309815000,728002365
90,2021/01/07,134500,3500,2.67,132500,137500,131500,5981299,810152555214,97916318092500,728002365
89,2021/01/08,138000,3500,2.6,136000,138000,132500,8713010,1181148895500,100464326370000,728002365
88,2021/01/11,133000,-5000,-3.62,138000,140000,131000,11154671,1509734062000,96824314545000,728002365
87,2021/01/12,129000,-4000,-3.01,132000,133500,125500,8700877,1121945369000,93912305085000,728002365
86,2021/01/13,133000,4000,3.1,129000,133500,128500,6791044,891281070500,96824314545000,728002365
85,2021/01/14,130500,-2500,-1.88,132500,133000,129000,5380278,702426036508,95004308632500,728002365
84,2021/01/15,127500,-3000,-2.3,133000,135000,127000,4838114,627291098793,92820301537500,728002365
83,2021/01/18,130000,2500,1.96,126000,131000,125000,5927419,758360216500,94640307450000,728002365
82,2021/01/19,130500,500,0.38,131000,132000,128500,4513315,589182407500,95004308632500,728002365
81,2021/01/20,130500,0,0.0,134000,135000,130000,4913282,649021375524,95004308632500,728002365
80,2021/01/21,131500,1000,0.77,131500,133000,130000,3067677,402667707500,95732310997500,728002365
79,2021/01/22,128500,-3000,-2.28,131500,132000,128500,3927767,511059802500,93548303902500,728002365
78,2021/01/25,135000,6500,5.06,130000,135000,129500,5061864,675657932860,98280319275000,728002365
77,2021/01/26,129000,-6000,-4.44,134000,134000,128500,6270106,816274767458,93912305085000,728002365
76,2021/01/27,128500,-500,-0.39,129500,132000,127500,5068456,656028088120,93548303902500,728002365
75,2021/01/28,123000,-5500,-4.28,124000,125500,121500,6270829,774835802830,89544290895000,728002365
74,2021/01/29,122500,-500,-0.41,128500,128500,121500,7391307,921708206384,89180289712500,728002365
73,2021/02/01,125000,2500,2.04,121000,126000,118000,5620305,690136396500,91000295625000,728002365
72,2021/02/02,130000,5000,4.0,128500,132500,127000,4880067,633539068640,94640307450000,728002365
71,2021/02/03,130000,0,0.0,131000,131500,128500,3693688,480587348500,94640307450000,728002365
70,2021/02/04,125000,-5000,-3.85,127500,128500,124000,4600618,577965896500,91000295625000,728002365
69,2021/02/05,127500,2500,2.0,126500,128000,124500,3497303,441554489000,92820301537500,728002365
68,2021/02/08,125000,-2500,-1.96,127500,128000,125000,2876471,363162815286,91000295625000,728002365
67,2021/02/09,125500,500,0.4,127500,130000,125000,5177095,661250037500,91364296807500,728002365
66,2021/02/10,126000,500,0.4,125500,127000,124500,4262526,535406551607,91728297990000,728002365
65,2021/02/15,132000,6000,4.76,130000,132500,130000,5384526,706594091200,96096312180000,728002365
64,2021/02/16,132500,500,0.38,132500,134000,130500,3218689,425572619500,96460313362500,728002365
63,2021/02/17,130000,-2500,-1.89,131000,131000,128000,3621178,468148482000,94640307450000,728002365
62,2021/02/18,126000,-4000,-3.08,128500,130000,125500,3792425,481974907500,91728297990000,728002365
61,2021/02/19,133000,7000,5.56,129000,133000,128500,6986526,914800423000,96824314545000,728002365
60,2021/02/22,136500,3500,2.63,136000,139500,135000,7961516,1092811602500,99372322822500,728002365
59,2021/02/23,138500,2000,1.47,133500,140000,131500,6400037,873598454500,100828327552500,728002365
58,2021/02/24,136000,-2500,-1.81,137500,143500,134000,9074809,1264050755000,99008321640000,728002365
57,2021/02/25,148500,12500,9.19,141000,149500,140000,9936495,1438187787500,108108351202500,728002365
56,2021/02/26,141500,-7000,-4.71,143500,145000,138000,10843268,1535498840671,103012334647500,728002365
55,2021/03/02,144500,3000,2.12,149000,150500,141000,9376523,1365279622000,105196341742500,728002365
54,2021/03/03,147000,2500,1.73,142500,147000,139500,5827221,839569020500,107016347655000,728002365
53,2021/03/04,142000,-5000,-3.4,143000,145500,139500,6586562,938397280000,103376335830000,728002365
52,2021/03/05,140000,-2000,-1.41,138000,141500,136500,6091444,844271259500,101920331100000,728002365
51,2021/03/08,135500,-4500,-3.21,143000,143000,135500,5587787,775259164000,98644320457500,728002365
50,2021/03/09,136500,1000,0.74,134000,137500,130500,7822152,1043442973500,99372322822500,728002365
49,2021/03/10,133000,-3500,-2.56,140500,140500,132500,5614476,763400710000,96824314545000,728002365
48,2021/03/11,137000,4000,3.01,134500,139000,134000,6707671,918735821750,99736324005000,728002365
47,2021/03/12,140000,3000,2.19,140500,142500,139500,4548695,640529865500,101920331100000,728002365
46,2021/03/15,136500,-3500,-2.5,141500,142000,136000,4289990,594535565128,99372322822500,728002365
45,2021/03/16,140500,4000,2.93,138500,140500,138000,3304561,461097954500,102284332282500,728002365
44,2021/03/17,140000,-500,-0.36,141000,141000,138500,2588319,361508821193,101920331100000,728002365
43,2021/03/18,142000,2000,1.43,142500,145000,141000,4426840,634074763962,103376335830000,728002365
42,2021/03/19,138000,-4000,-2.82,138000,139500,137000,4015627,555490290001,100464326370000,728002365
41,2021/03/22,138000,0,0.0,138500,140000,137000,2727719,377822972114,100464326370000,728002365
40,2021/03/23,135000,-3000,-2.17,139000,139500,134000,3839090,523290811000,98280319275000,728002365
39,2021/03/24,133500,-1500,-1.11,133000,134500,131500,3894080,517991222000,97188315727500,728002365
38,2021/03/25,133000,-500,-0.37,133000,134500,130500,4157799,550754976000,96824314545000,728002365
37,2021/03/26,135000,2000,1.5,134000,135000,132000,3835443,513429099500,98280319275000,728002365
36,2021/03/29,132000,-3000,-2.22,135500,135500,131500,3575226,476795085000,96096312180000,728002365
35,2021/03/30,134500,2500,1.89,133000,135500,132000,3304184,443218978500,97916318092500,728002365
34,2021/03/31,132500,-2000,-1.49,134500,135000,132000,3309680,441276843000,96460313362500,728002365
33,2021/04/01,140500,8000,6.04,138000,140500,136500,5833436,807748318500,102284332282500,728002365
32,2021/04/02,141000,500,0.36,142000,143000,140000,3432245,485467791000,102648333465000,728002365
31,2021/04/05,143000,2000,1.42,142000,144500,141000,2616440,373549552500,104104338195000,728002365
30,2021/04/06,143000,0,0.0,147000,147000,141500,3753217,540574718000,104104338195000,728002365
29,2021/04/07,143500,500,0.35,146000,146000,142500,2424687,348944024000,104468339377500,728002365
28,2021/04/08,144000,500,0.35,143500,146000,142500,3774932,543862222000,104832340560000,728002365
27,2021/04/09,140000,-4000,-2.78,144000,145000,139500,3276077,464472291000,101920331100000,728002365
26,2021/04/12,137500,-2500,-1.79,140500,140500,136000,3878457,534353588500,100100325187500,728002365
25,2021/04/13,139500,2000,1.45,136000,140000,135500,2876178,398264674500,101556329917500,728002365
24,2021/04/14,137000,-2500,-1.79,139000,139000,136500,2777203,381902748000,99736324005000,728002365
23,2021/04/15,137500,500,0.36,136000,139000,136000,2291160,315231075500,100100325187500,728002365
22,2021/04/16,137500,0,0.0,138500,139000,137500,1982877,273899499636,100100325187500,728002365
21,2021/04/19,138000,500,0.36,138000,139000,137000,1906782,263337076500,100464326370000,728002365
20,2021/04/20,138500,500,0.36,136500,138500,136500,2167732,297980160500,100828327552500,728002365
19,2021/04/21,132500,-6000,-4.33,138000,138000,132000,5120577,689155249952,96460313362500,728002365
18,2021/04/22,133000,500,0.38,134500,135500,133000,3007457,402386612000,96824314545000,728002365
17,2021/04/23,132500,-500,-0.38,130500,132500,128500,4854412,633954956100,96460313362500,728002365
16,2021/04/26,131500,-1000,-0.75,132500,132500,130500,2904879,381267205572,95732310997500,728002365
15,2021/04/27,135000,3500,2.66,133000,136000,132500,3394650,455614278000,98280319275000,728002365
14,2021/04/28,130000,-5000,-3.7,134500,135000,130000,5596760,734187787360,94640307450000,728002365
13,2021/04/29,130000,0,0.0,132000,133000,129000,3738266,487221837000,94640307450000,728002365
12,2021/04/30,128000,-2000,-1.54,130000,130500,126500,3955947,506549397500,93184302720000,728002365
11,2021/05/03,131500,3500,2.73,127500,132500,127000,4085398,534203731108,95732310997500,728002365
10,2021/05/04,132000,500,0.38,130500,132000,129000,2547004,333537768352,96096312180000,728002365
9,2021/05/06,129000,-3000,-2.27,130000,130500,128000,4211535,543180636500,93912305085000,728002365
8,2021/05/07,129500,500,0.39,128000,131000,127000,3450323,445020959500,94276306267500,728002365
7,2021/05/10,130000,500,0.39,131000,131000,128500,3067077,398135275000,94640307450000,728002365
6,2021/05/11,123000,-7000,-5.38,127000,127500,122000,9882491,1225765601800,89544290895000,728002365
5,2021/05/12,119500,-3500,-2.85,123000,123500,119000,8272196,998375160153,86996282617500,728002365
4,2021/05/13,117500,-2000,-1.67,116000,118500,115500,6042025,707490660500,85540277887500,728002365
3,2021/05/14,118500,1000,0.85,118500,120000,118000,3227201,383650636500,86268280252500,728002365
2,2021/05/17,117500,-1000,-0.84,120000,120000,117000,3110127,367395250748,85540277887500,728002365
1,2021/05/18,121000,3500,2.98,117500,122000,117500,3470048,418341013500,88088286165000,728002365
0,2021/05/20,122500,1500,1.24,121000,124000,119500,4600751,562459757000,89180289712500,728002365
