dates,등락률,result
2020-07-27,0.14,0.0
2020-07-28,0.71,0.0
2020-07-29,1.4,0.0
2020-07-30,-0.69,0.0
2020-07-31,-1.95,-1.0
2020-08-03,0.0,0.0
2020-08-04,0.71,0.0
2020-08-05,0.0,0.0
2020-08-06,2.96,1.0
2020-08-07,-1.09,0.0
2020-08-10,2.77,1.0
2020-08-11,4.44,1.0
2020-08-12,3.99,1.0
2020-08-13,2.85,1.0
2020-08-14,-4.1,-1.0
2020-08-18,-4.15,-1.0
2020-08-19,-0.39,0.0
2020-08-20,-4.08,-1.0
2020-08-21,0.82,0.0
2020-08-24,0.54,0.0
2020-08-25,2.71,1.0
2020-08-26,-2.24,-1.0
2020-08-27,-0.4,0.0
2020-08-28,2.84,1.0
2020-08-31,-3.03,-1.0
2020-09-01,1.49,0.0
2020-09-02,0.8,0.0
2020-09-03,-0.8,0.0
2020-09-04,-1.2,0.0
2020-09-07,3.52,1.0
2020-09-08,-1.18,0.0
2020-09-09,-0.79,0.0
2020-09-10,0.13,0.0
2020-09-11,-1.07,0.0
2020-09-14,3.1,1.0
2020-09-15,0.13,0.0
2020-09-16,-1.17,0.0
2020-09-17,0.13,0.0
2020-09-18,-0.53,0.0
2020-09-21,-0.26,0.0
2020-09-22,-0.53,0.0
2020-09-23,0.27,0.0
2020-09-24,-0.93,0.0
2020-09-25,2.69,1.0
2020-09-28,0.0,0.0
2020-09-29,-1.7,-1.0
2020-10-05,3.99,1.0
2020-10-06,-0.13,0.0
2020-10-07,2.31,1.0
2020-10-08,-0.13,0.0
2020-10-12,2.26,1.0
2020-10-13,-1.35,0.0
2020-10-14,-3.61,-1.0
2020-10-15,0.77,0.0
2020-10-16,0.9,0.0
2020-10-19,3.3,1.0
2020-10-20,0.12,0.0
2020-10-21,1.72,0.0
2020-10-22,1.09,0.0
2020-10-23,0.84,0.0
2020-10-26,0.36,0.0
2020-10-27,-1.53,0.0
2020-10-28,0.72,0.0
2020-10-29,-2.5,-1.0
2020-10-30,-2.2,-1.0
2020-11-02,4.74,1.0
2020-11-03,1.55,0.0
2020-11-04,-2.58,-1.0
2020-11-05,3.25,1.0
2020-11-06,-0.58,0.0
2020-11-09,0.7,0.0
2020-11-10,4.07,1.0
2020-11-11,5.7,1.0
2020-11-12,-1.9,-1.0
2020-11-13,-3.02,-1.0
2020-11-16,1.67,0.0
2020-11-17,1.86,1.0
2020-11-18,0.64,0.0
2020-11-19,-0.75,0.0
2020-11-20,-1.83,-1.0
2020-11-23,1.75,1.0
2020-11-24,-0.11,0.0
2020-11-25,4.09,1.0
2020-11-26,0.31,0.0
2020-11-27,-1.03,0.0
2020-11-30,-5.42,-1.0
2020-12-01,1.21,0.0
2020-12-02,1.96,1.0
2020-12-03,0.75,0.0
2020-12-04,0.11,0.0
2020-12-07,0.0,0.0
2020-12-08,-2.75,-1.0
2020-12-09,0.54,0.0
2020-12-10,0.54,0.0
2020-12-11,1.51,0.0
2020-12-14,-0.21,0.0
2020-12-15,-1.49,0.0
2020-12-16,-0.54,0.0
2020-12-17,-1.74,-1.0
2020-12-18,-0.66,0.0
2020-12-21,0.44,0.0
2020-12-22,-1.33,0.0
2020-12-23,-1.23,0.0
2020-12-24,3.3,1.0
2020-12-28,0.33,0.0
2020-12-29,-4.82,-1.0
2020-12-30,0.0,0.0
2021-01-04,-2.19,-1.0
2021-01-05,2.59,1.0
2021-01-06,1.03,0.0
2021-01-07,4.55,1.0
2021-01-08,1.09,0.0
2021-01-11,-1.29,0.0
2021-01-12,0.65,0.0
2021-01-13,2.38,1.0
2021-01-14,-1.59,-1.0
2021-01-15,-2.9,-1.0
2021-01-18,0.11,0.0
2021-01-19,-0.11,0.0
2021-01-20,-0.11,0.0
2021-01-21,-0.89,0.0
2021-01-22,-1.56,0.0
2021-01-25,0.11,0.0
2021-01-26,-2.49,-1.0
2021-01-27,-1.4,0.0
2021-01-28,-3.07,-1.0
2021-01-29,-1.95,-1.0
2021-02-01,4.47,1.0
2021-02-02,-0.59,0.0
2021-02-03,0.24,0.0
2021-02-04,0.24,0.0
2021-02-05,5.47,1.0
2021-02-08,1.58,0.0
2021-02-09,-0.67,0.0
2021-02-10,1.68,0.0
2021-02-15,-0.44,0.0
2021-02-16,-0.55,0.0
2021-02-17,-0.55,0.0
2021-02-18,-2.46,-1.0
2021-02-19,-0.34,0.0
2021-02-22,-1.03,0.0
2021-02-23,1.39,0.0
2021-02-24,-1.26,0.0
2021-02-25,3.71,1.0
2021-02-26,-2.12,-1.0
2021-03-02,1.6,0.0
2021-03-03,2.25,1.0
2021-03-04,0.66,0.0
2021-03-05,2.62,1.0
2021-03-08,6.28,1.0
2021-03-09,5.31,1.0
2021-03-10,-1.9,-1.0
2021-03-11,0.78,0.0
2021-03-12,-3.08,-1.0
2021-03-15,1.59,0.0
2021-03-16,0.0,0.0
2021-03-17,-0.98,0.0
2021-03-18,-0.79,0.0
2021-03-19,-1.29,0.0
2021-03-22,3.52,1.0
2021-03-23,0.0,0.0
2021-03-24,-0.78,0.0
2021-03-25,3.14,1.0
2021-03-26,1.14,0.0
2021-03-29,0.94,0.0
2021-03-30,2.23,1.0
2021-03-31,2.37,1.0
2021-04-01,-2.14,-1.0
2021-04-02,-2.0,-1.0
2021-04-05,1.3,0.0
2021-04-06,-2.93,-1.0
2021-04-07,1.13,0.0
2021-04-08,-1.49,0.0
2021-04-09,-0.38,0.0
2021-04-12,1.52,0.0
2021-04-13,0.19,0.0
2021-04-14,-0.56,0.0
2021-04-15,1.5,0.0
2021-04-16,-2.41,-1.0
2021-04-19,-0.76,0.0
2021-04-20,1.53,0.0
2021-04-21,-1.32,0.0
2021-04-22,2.1,1.0
2021-04-23,1.5,0.0
2021-04-26,1.29,0.0
2021-04-27,0.0,0.0
2021-04-28,0.0,0.0
2021-04-29,-2.0,-1.0
2021-04-30,1.48,0.0
2021-05-03,-1.83,-1.0
2021-05-04,-0.74,0.0
2021-05-06,7.88,1.0
2021-05-07,1.39,0.0
2021-05-10,2.06,1.0
2021-05-11,0.34,0.0
2021-05-12,-2.18,-1.0
2021-05-13,0.68,0.0
2021-05-14,-2.04,-1.0
2021-05-17,0.52,0.0
2021-05-18,1.55,0.0
2021-05-20,-1.36,0.0
2021-05-21,-2.93,-1.0
2021-05-24,1.07,0.0
2021-05-25,2.11,1.0
2021-05-26,-1.55,0.0
2021-05-27,-3.15,-1.0
2021-05-28,2.89,1.0
2021-05-31,3.16,1.0
2021-06-01,0.0,0.0
2021-06-02,0.17,0.0
2021-06-03,-1.02,0.0
2021-06-04,-1.2,0.0
2021-06-07,0.69,0.0
2021-06-08,-0.17,0.0
2021-06-09,-1.73,-1.0
2021-06-10,0.53,0.0
2021-06-11,-0.35,0.0
2021-06-14,-1.4,0.0
2021-06-15,-0.53,0.0
2021-06-16,1.79,1.0
2021-06-17,0.0,0.0
2021-06-18,-0.18,0.0
2021-06-21,-2.99,-1.0
2021-06-22,1.27,0.0
2021-06-23,-0.54,0.0
2021-06-24,1.08,0.0
2021-06-25,2.14,1.0
2021-06-28,-0.17,0.0
2021-06-29,-1.92,-1.0
2021-06-30,-0.53,0.0
2021-07-01,-1.97,-1.0
2021-07-02,-0.37,0.0
2021-07-05,-0.92,0.0
2021-07-06,-0.37,0.0
2021-07-07,-1.86,-1.0
2021-07-08,-0.95,0.0
2021-07-09,-3.63,-1.0
2021-07-12,2.18,1.0
2021-07-13,1.36,0.0
2021-07-14,-1.34,0.0
2021-07-15,0.58,0.0
2021-07-16,1.35,0.0
2021-07-19,-2.67,-1.0
2021-07-20,-0.59,0.0
2021-07-21,-0.39,0.0
2021-07-22,2.37,1.0
2021-07-23,0.77,0.0
2021-07-26,-0.77,0.0
2021-07-27,0.58,0.0
2021-07-28,0.77,0.0
2021-07-29,0.19,0.0
2021-07-30,-2.47,-1.0
2021-08-02,-0.78,0.0
2021-08-03,1.38,0.0
2021-08-04,2.13,1.0
2021-08-05,-1.33,0.0
2021-08-06,0.38,0.0
2021-08-09,1.53,0.0
2021-08-10,-1.32,0.0
2021-08-11,2.49,1.0
2021-08-12,-0.37,0.0
2021-08-13,-0.37,0.0
2021-08-17,0.0,0.0
2021-08-18,-0.38,0.0
2021-08-19,-3.21,-1.0
2021-08-20,-0.97,0.0
2021-08-23,0.59,0.0
2021-08-24,2.74,1.0
2021-08-25,2.29,1.0
2021-08-26,0.93,0.0
2021-08-27,0.92,0.0
2021-08-30,-4.02,-1.0
2021-08-31,0.76,0.0
2021-09-01,0.38,0.0
2021-09-02,0.0,0.0
2021-09-03,-0.38,0.0
2021-09-06,-2.08,-1.0
2021-09-07,-0.77,0.0
2021-09-08,2.14,1.0
2021-09-09,-1.33,0.0
2021-09-10,-0.58,0.0
2021-09-13,0.58,0.0
2021-09-14,0.97,0.0
2021-09-15,0.76,0.0
2021-09-16,-1.14,0.0
2021-09-17,0.0,0.0
2021-09-23,-1.15,0.0
2021-09-24,2.91,1.0
2021-09-27,-0.19,0.0
2021-09-28,3.02,1.0
2021-09-29,1.28,0.0
2021-09-30,0.18,0.0
2021-10-01,-0.18,0.0
2021-10-05,-0.72,0.0
2021-10-06,-1.09,0.0
2021-10-07,2.95,1.0
2021-10-08,-1.25,0.0
2021-10-12,-0.91,0.0
2021-10-13,-1.65,-1.0
2021-10-14,1.68,0.0
2021-10-15,2.2,1.0
2021-10-18,0.18,0.0
2021-10-19,-0.89,0.0
2021-10-20,1.26,0.0
2021-10-21,2.32,1.0
2021-10-22,0.35,0.0
2021-10-25,2.6,1.0
2021-10-26,0.0,0.0
2021-10-27,-0.85,0.0
2021-10-28,-1.37,0.0
2021-10-29,-2.08,-1.0
2021-11-01,0.35,0.0
2021-11-02,0.35,0.0
2021-11-03,-2.81,-1.0
2021-11-04,1.08,0.0
2021-11-05,-1.61,-1.0
2021-11-08,0.36,0.0
2021-11-09,0.9,0.0
2021-11-10,0.0,0.0
2021-11-11,0.18,0.0
2021-11-12,0.89,0.0
2021-11-15,-0.18,0.0
2021-11-16,1.07,0.0
2021-11-17,-1.76,-1.0
2021-11-18,-0.18,0.0
2021-11-19,1.61,0.0
