dates,등락률,result
2021-04-20,0.26,0.0
2021-04-21,-2.69,-1.0
2021-04-22,0.0,0.0
2021-04-23,-0.66,0.0
2021-04-26,-0.13,0.0
2021-04-27,0.66,0.0
2021-04-28,-1.71,-1.0
2021-04-29,-1.87,-1.0
2021-04-30,-1.91,-1.0
2021-05-03,0.97,0.0
2021-05-04,0.41,0.0
2021-05-06,-0.82,0.0
2021-05-07,-0.14,0.0
2021-05-10,0.28,0.0
2021-05-11,-3.59,-1.0
2021-05-12,-1.72,-1.0
2021-05-13,-1.6,-1.0
2021-05-14,1.48,0.0
2021-05-17,0.44,0.0
2021-05-18,1.6,1.0
2021-05-20,0.43,0.0
2021-05-21,2.56,1.0
2021-05-24,-1.25,0.0
2021-05-25,0.7,0.0
2021-05-26,1.4,0.0
2021-05-27,-1.38,-1.0
2021-05-28,0.0,0.0
2021-05-31,1.26,0.0
2021-06-01,1.24,0.0
2021-06-02,-1.09,0.0
2021-06-03,-0.28,0.0
2021-06-04,-1.38,-1.0
2021-06-07,1.54,0.0
2021-06-08,0.0,0.0
2021-06-09,-1.1,0.0
2021-06-10,4.18,1.0
2021-06-11,-0.27,0.0
2021-06-14,3.89,1.0
2021-06-15,0.0,0.0
2021-06-16,1.03,0.0
2021-06-17,-0.38,0.0
2021-06-18,2.18,1.0
2021-06-21,-0.25,0.0
2021-06-22,-1.51,-1.0
2021-06-23,8.31,1.0
2021-06-24,-0.94,0.0
2021-06-25,-2.26,-1.0
2021-06-28,-0.49,0.0
2021-06-29,0.86,0.0
2021-06-30,1.46,0.0
2021-07-01,-1.08,0.0
2021-07-02,0.24,0.0
2021-07-05,-0.97,0.0
2021-07-06,-0.12,0.0
2021-07-07,1.95,1.0
2021-07-08,1.08,0.0
2021-07-09,-1.54,-1.0
2021-07-12,0.72,0.0
2021-07-13,5.38,1.0
2021-07-14,0.68,0.0
2021-07-15,1.13,0.0
2021-07-16,-0.45,0.0
2021-07-19,-0.89,0.0
2021-07-20,-0.9,0.0
2021-07-21,-2.51,-1.0
2021-07-22,2.8,1.0
2021-07-23,2.73,1.0
2021-07-26,0.0,0.0
2021-07-27,0.0,0.0
2021-07-28,-2.21,-1.0
2021-07-29,-0.57,0.0
2021-07-30,-1.37,-1.0
2021-08-02,0.0,0.0
2021-08-03,-1.27,0.0
2021-08-04,1.17,0.0
2021-08-05,2.19,1.0
2021-08-06,0.45,0.0
2021-08-09,0.67,0.0
2021-08-10,-0.22,0.0
2021-08-11,-0.34,0.0
2021-08-12,-1.01,0.0
2021-08-13,-0.91,0.0
