date,close,diff,start,high,low,volume
2016-11-24,46000,-600,46550,46800,46000,308749
2016-11-25,45800,-200,46100,46250,45700,270431
2016-11-28,45300,-500,45750,45800,45250,526862
2016-11-29,45350,50,45200,46150,45200,566553
2016-11-30,44900,-450,45400,45650,44900,646673
2016-12-01,46250,1350,44700,46450,44700,667213
2016-12-02,46350,100,46300,46450,45900,450435
2016-12-05,46000,-350,46300,46350,45600,357553
2016-12-06,47100,1100,46100,47250,46100,644517
2016-12-07,46950,-150,47250,47500,46800,549707
2016-12-08,47500,550,47500,47800,47250,545953
2016-12-09,47950,450,47600,48450,47550,743986
2016-12-12,48150,200,47900,48600,47850,598286
2016-12-13,48850,700,48000,48900,47750,666506
2016-12-14,48300,-550,49100,49150,48150,609882
2016-12-15,48150,-150,47850,48200,47400,643676
2016-12-16,47850,-300,47850,48050,47600,491284
2016-12-19,47700,-150,47800,48350,47600,390223
2016-12-20,47800,100,47900,48200,47800,283044
2016-12-21,48200,400,47700,48400,47700,395898
2016-12-22,49400,1200,48200,49600,48200,864243
2016-12-23,49650,250,49350,49750,49200,446610
2016-12-26,50900,1250,49800,51000,49350,951361
2016-12-27,50900,0,50900,51400,50400,731183
2016-12-28,51500,600,50800,52200,50700,965048
2016-12-29,51600,100,51400,52000,51200,482241
2017-01-02,51600,0,51800,52300,51600,431474
2017-01-03,54300,2700,51800,54400,51800,1715000
2017-01-04,53800,-500,54200,54500,53100,1262418
2017-01-05,53600,-200,54000,55700,53400,1428250
2017-01-06,52600,-1000,53800,54000,52400,1382362
2017-01-09,53600,1000,52300,53600,51200,1555889
2017-01-10,51800,-1800,53100,53200,51800,956045
2017-01-11,52000,200,51700,52300,51200,979211
2017-01-12,53300,1300,52100,53400,52100,795012
2017-01-13,52900,-400,53100,53500,52500,555164
2017-01-16,52800,-100,52900,53300,51900,681671
2017-01-17,52400,-400,52300,53000,52300,451998
2017-01-18,53700,1300,52800,53900,52500,938989
2017-01-19,54500,800,53700,54700,53300,1070070
2017-01-20,54100,-400,54400,54500,54000,432160
2017-01-23,53400,-700,54100,54500,53300,345819
2017-01-24,54100,700,53300,54200,53300,450680
2017-01-25,54200,100,54300,55400,53500,1121403
2017-01-26,53200,-1000,55000,55500,53200,1226161
2017-01-31,55400,2200,53500,55700,53400,1376669
2017-02-01,57900,2500,55800,58000,55800,2286272
2017-02-02,58300,400,58500,59400,57300,1824780
2017-02-03,58200,-100,58700,59100,57400,780014
2017-02-06,58600,400,58800,59100,57700,852582
2017-02-07,58800,200,58900,59300,58200,754879
2017-02-08,60400,1600,59000,60400,58600,1795800
2017-02-09,61500,1100,60400,61900,60100,1352533
2017-02-10,61300,-200,61800,61900,61200,740823
2017-02-13,60700,-600,61600,62000,59600,1012067
2017-02-14,61600,900,61000,61600,60600,720671
2017-02-15,62200,600,61700,62900,61700,899514
2017-02-16,62700,500,62300,62700,61300,727097
2017-02-17,61400,-1300,62600,62700,61200,795235
2017-02-20,62000,600,61100,62100,60700,481297
2017-02-21,62100,100,62100,62800,61900,443630
2017-02-22,62900,800,62700,63000,62300,703290
2017-02-23,63100,200,62900,63300,62200,773393
2017-02-24,62700,-400,63200,63600,62200,825344
2017-02-27,59000,-3700,63200,63200,58800,2350933
2017-02-28,59800,800,58700,60000,58200,1519971
2017-03-02,61600,1800,60700,62200,60600,1329490
2017-03-03,62200,600,61300,62400,60600,1001078
2017-03-06,60300,-1900,61500,62000,59900,959701
2017-03-07,63300,3000,61600,63300,61500,1734620
2017-03-08,64900,1600,63400,65400,63300,1777042
2017-03-09,64800,-100,65500,65800,64100,1196256
2017-03-10,64100,-700,64200,64800,63800,940025
2017-03-13,65300,1200,65000,65700,64500,733138
2017-03-14,67100,1800,66700,67400,66600,1602346
2017-03-15,67800,700,67300,67900,66800,891284
2017-03-16,68100,300,68400,68500,67000,916464
2017-03-17,68900,800,67900,69700,67700,1175426
2017-03-20,67200,-1700,68500,68600,66700,1130043
2017-03-21,66900,-300,67900,67900,66500,1356321
2017-03-22,69200,2300,67300,69600,67300,1353787
2017-03-23,72000,2800,70200,72200,70100,2098932
2017-03-24,72200,200,73000,73900,71600,1365959
2017-03-27,71300,-900,72600,72600,70400,868109
2017-03-28,70700,-600,72000,72100,69800,932883
2017-03-29,70100,-600,70400,71000,69200,1062889
2017-03-30,68100,-2000,70100,70200,66500,2225859
2017-03-31,67900,-200,68300,68700,66900,1201094
2017-04-03,68700,800,68400,69900,68300,964628
2017-04-04,68300,-400,69200,69200,68000,583153
2017-04-05,67200,-1100,68300,69000,66500,1116475
2017-04-06,70600,3400,66900,70700,66300,1571616
2017-04-07,70900,300,71200,72200,69800,1754356
2017-04-10,67900,-3000,70700,70900,67900,1306155
2017-04-11,69500,1600,68100,69800,68100,1032197
2017-04-12,69100,-400,70000,70100,68900,555051
2017-04-13,69500,400,69300,70300,69200,550004
2017-04-14,68300,-1200,69000,69000,67800,492819
2017-04-17,69600,1300,68700,70200,68700,558900
2017-04-18,70000,400,70000,70300,68900,544965
2017-04-19,70700,700,70700,71500,70100,947412
2017-04-20,71100,400,71300,71400,70400,718589
2017-04-21,71000,-100,71100,71300,70400,581937
2017-04-24,71700,700,71400,72200,71300,551940
2017-04-25,72200,500,72000,72200,71500,545785
2017-04-26,72700,500,72800,72900,72300,640000
2017-04-27,72300,-400,72700,73400,72000,608575
2017-04-28,69100,-3200,72000,72100,68700,2295287
2017-05-02,70400,1300,69600,71000,69200,1301950
2017-05-04,71700,1300,71800,72400,71200,799566
2017-05-08,77000,5300,72900,77000,72900,2624129
2017-05-10,76300,-700,77100,78800,75900,1904728
2017-05-11,79800,3500,77000,79800,76900,1876649
2017-05-12,81200,1400,80200,81300,79300,1589519
2017-05-15,81000,-200,81800,81800,79200,1261164
2017-05-16,79000,-2000,81400,82000,78600,1357416
2017-05-17,80000,1000,79500,80900,79400,857014
2017-05-18,79100,-900,78800,79700,78500,716864
2017-05-19,81400,2300,79600,81400,79400,1094715
2017-05-22,81600,200,82200,82300,81100,585488
2017-05-23,81100,-500,82200,82200,81000,573284
2017-05-24,82300,1200,81200,82400,80900,538991
2017-05-25,82300,0,82800,82800,81700,513491
2017-05-26,81900,-400,82300,82400,81300,665382
2017-05-29,83500,1600,81700,84300,81700,823722
2017-05-30,83500,0,83700,84100,82300,525707
2017-05-31,82500,-1000,83500,83600,82100,714803
2017-06-01,81300,-1200,82700,82900,81300,628909
2017-06-02,86600,5300,82100,86900,82100,1869364
2017-06-05,87300,700,87700,88900,86900,998730
2017-06-07,85300,-2000,86700,87100,84900,1346470
2017-06-08,86800,1500,85800,87800,85000,1330511
2017-06-09,88300,1500,87500,88800,87300,896973
2017-06-12,85600,-2700,86800,87000,85200,1341050
2017-06-13,85800,200,85000,86100,83800,1213895
2017-06-14,85900,100,86400,88000,85400,987899
2017-06-15,87300,1400,85900,87700,85300,877550
2017-06-16,86100,-1200,87200,87500,85800,737508
2017-06-19,86200,100,86100,86900,84800,662054
2017-06-20,86000,-200,87300,87500,85700,628514
2017-06-21,85900,-100,86000,86300,84100,722785
2017-06-22,81900,-4000,85300,86100,81300,2179462
2017-06-23,84100,2200,82500,84100,81800,1151493
2017-06-26,85100,1000,84600,85500,83600,734655
2017-06-27,82300,-2800,84300,84800,82200,1431967
2017-06-28,79300,-3000,81900,82000,78500,1989102
2017-06-29,79700,400,80300,81200,79500,1018774
2017-06-30,80200,500,78500,80700,78100,999093
2017-07-03,80900,700,80400,82300,80300,928999
2017-07-04,79900,-1000,80500,80800,79600,566386
2017-07-05,79900,0,79900,81300,79400,648725
2017-07-06,77100,-2800,80500,80600,76600,1965678
2017-07-07,73900,-3200,76400,76400,73800,2330893
2017-07-10,70800,-3100,72700,72800,70700,3056226
2017-07-11,71500,700,71300,72000,70000,1546488
2017-07-12,70800,-700,72000,73000,70800,1208011
2017-07-13,71200,400,71300,72500,71000,1363044
2017-07-14,69500,-1700,71900,72200,69000,1764528
2017-07-17,70100,600,69900,70400,69700,741053
2017-07-18,70000,-100,70300,70700,69600,660135
2017-07-19,70500,500,70200,71400,70200,1017542
2017-07-20,69400,-1100,70900,71200,69200,956192
2017-07-21,68200,-1200,69800,70100,68200,1015026
2017-07-24,67500,-700,68200,68400,66700,1417600
2017-07-25,67500,0,67500,68200,67300,838858
2017-07-26,67900,400,67900,68700,67300,1066820
2017-07-27,66500,-1400,68200,68300,66300,1371488
2017-07-28,66700,200,66800,67800,66300,1282188
2017-07-31,67100,400,67000,67600,66500,659263
2017-08-01,68300,1200,68000,69600,67800,1485811
2017-08-02,68400,100,69200,69500,67300,838130
2017-08-03,68400,0,68900,69200,68100,838838
2017-08-04,71800,3400,69000,72100,68800,1976833
2017-08-07,71600,-200,72300,72700,71500,947809
2017-08-08,71600,0,72100,72200,70300,713434
2017-08-09,71400,-200,70700,71500,70500,690037
2017-08-10,73700,2300,71400,74100,71400,1796419
2017-08-11,73400,-300,72600,74700,71600,1581856
2017-08-14,73700,300,74200,74700,73000,798565
2017-08-16,74000,300,74000,74500,73100,769023
2017-08-17,73600,-400,74000,74200,73000,662603
2017-08-18,73000,-600,72600,73300,72000,751321
2017-08-21,75800,2800,72800,75900,72800,1159623
2017-08-22,75700,-100,76000,76400,75300,697166
2017-08-23,77500,1800,76200,78500,76100,1309345
2017-08-24,77400,-100,77800,78000,76600,811372
2017-08-25,77700,300,77800,77900,76800,442385
2017-08-28,76300,-1400,77500,77600,75900,553675
2017-08-29,74400,-1900,75500,75500,73400,1540731
2017-08-30,82300,7900,75500,82400,75200,3932544
2017-08-31,81500,-800,82700,82800,80200,1889427
2017-09-01,83600,2100,82900,84300,81000,1944745
2017-09-04,82700,-900,81700,84100,81600,1508080
2017-09-05,86500,3800,83300,87000,83300,2612281
2017-09-06,85300,-1200,87000,87400,85300,1564911
2017-09-07,85300,0,85900,87100,85000,1268664
2017-09-08,82500,-2800,85700,85800,82200,1944947
2017-09-11,83100,600,83300,83600,81500,1501501
2017-09-12,83000,-100,83800,83900,82400,937921
2017-09-13,87400,4400,83800,88500,83700,2808612
2017-09-14,87900,500,87700,88300,86600,1709823
2017-09-15,89500,1600,87400,91500,87300,2655625
2017-09-18,91000,1500,90800,92300,89800,1506118
2017-09-19,89000,-2000,91000,91000,88400,1473897
2017-09-20,86600,-2400,89300,89300,86500,1666502
2017-09-21,86400,-200,86600,88400,84700,1397736
2017-09-22,87400,1000,86500,88800,85500,1254640
2017-09-25,84300,-3100,86800,88000,83800,1536892
2017-09-26,81800,-2500,83500,83700,80700,1607876
2017-09-27,81200,-600,82000,83400,81000,973194
2017-09-28,80100,-1100,81300,81400,78900,1379732
2017-09-29,82400,2300,80400,82500,80200,909359
2017-10-10,80800,-1600,79700,81500,78900,2417240
2017-10-11,87400,6600,82100,88000,81800,3091409
2017-10-12,87900,500,87600,91700,87500,2679580
2017-10-13,88500,600,89300,90500,88000,1148910
2017-10-16,89300,800,89400,91700,88800,1370439
2017-10-17,89800,500,88800,90900,87700,1201400
2017-10-18,90400,600,90500,91700,89700,1235889
2017-10-19,96500,6100,91500,97500,90600,4384919
2017-10-20,95300,-1200,96500,96800,94300,1516859
2017-10-23,97200,1900,95600,98500,94800,1696409
