date,close,diff,start,high,low,volume
2011-06-29,130000,1000,131500,132500,126500,467728
2011-06-30,130000,0,129500,132000,128500,299178
2011-07-01,132500,2500,133000,133500,130000,300735
2011-07-04,131000,-1500,134000,134000,130500,238422
2011-07-05,129000,-2000,129000,131000,127500,340912
2011-07-06,131500,2500,128000,132500,127500,254549
2011-07-07,134500,3000,134000,136500,133000,446279
2011-07-08,130000,-4500,136000,136000,130000,523744
2011-07-11,130000,0,130000,132000,128000,226318
2011-07-12,125000,-5000,128000,130000,125000,347868
2011-07-13,127500,2500,126000,129000,125000,196812
2011-07-14,127000,-500,127000,127000,124000,246593
2011-07-15,129500,2500,128000,130500,127500,237579
2011-07-18,128500,-1000,130000,130500,127500,161059
2011-07-19,127000,-1500,126500,128500,126000,312808
2011-07-20,130500,3500,129000,132000,128000,458591
2011-07-21,132500,2000,131000,134500,130000,317553
2011-07-22,131500,-1000,133500,134500,130500,232452
2011-07-25,128000,-3500,129500,130500,126500,305590
2011-07-26,123500,-4500,127000,128500,121000,994239
2011-07-27,120500,-3000,121500,122000,118000,836456
2011-07-28,120500,0,118500,122500,118000,429668
2011-07-29,119000,-1500,120500,121000,117000,330888
2011-08-01,119500,500,120500,121000,119000,400929
2011-08-02,115500,-4000,118000,119500,115500,419335
2011-08-03,111500,-4000,113000,113500,110000,550150
2011-08-04,109000,-2500,112500,113000,107500,441191
2011-08-05,103500,-5500,103500,105500,99900,650390
2011-08-08,97400,-6100,102500,104000,88700,982521
2011-08-09,94000,-3400,93500,94600,86300,1078866
2011-08-10,93300,-700,98800,98800,92000,923980
2011-08-11,92100,-1200,88900,93100,88100,927564
2011-08-12,92500,400,94400,96500,92300,796609
2011-08-16,101000,8500,96600,101000,96500,852572
2011-08-17,103500,2500,99800,106000,99500,754948
2011-08-18,104500,1000,104000,106000,101000,629347
2011-08-19,98800,-5700,100000,101000,97300,528973
2011-08-22,96500,-2300,100000,103500,95000,545927
2011-08-23,101500,5000,99900,103500,98100,527367
2011-08-24,102000,500,105500,110000,102000,865850
2011-08-25,101000,-1000,104000,104500,99300,534910
2011-08-26,100000,-1000,99000,100500,98300,254560
2011-08-29,102500,2500,102000,104000,98800,481429
2011-08-30,103000,500,105000,106500,102000,589482
2011-08-31,104000,1000,103000,104500,101000,315536
2011-09-01,105000,1000,105500,110000,105000,782000
2011-09-02,103000,-2000,106000,107000,101000,620903
2011-09-05,95600,-7400,100000,101000,95600,465842
2011-09-06,93800,-1800,93500,94700,92100,436257
2011-09-07,99100,5300,96200,99800,95600,340704
2011-09-08,98500,-600,101000,101000,98100,355166
2011-09-09,95000,-3500,97400,98000,95000,355623
2011-09-14,93000,-2000,95000,97800,93000,340961
2011-09-15,96200,3200,96300,97300,94700,427827
2011-09-16,104000,7800,99000,106000,97700,820603
2011-09-19,102500,-1500,103000,105000,102000,384788
2011-09-20,105500,3000,102500,106000,100000,343875
2011-09-21,107500,2000,105500,107500,104000,289437
2011-09-22,105500,-2000,103500,107500,101000,447989
2011-09-23,96100,-9400,100500,101000,96100,448919
2011-09-26,90200,-5900,97200,98600,88600,418221
2011-09-27,94500,4300,93400,94600,91600,352735
2011-09-28,93900,-600,95300,95900,93200,268953
2011-09-29,97700,3800,92600,98800,92200,422567
2011-09-30,98000,300,97000,99700,95700,423044
2011-10-04,87100,-10900,89200,91000,83700,937547
2011-10-05,74100,-13000,89000,89000,74100,2283979
2011-10-06,75300,1200,77800,78000,72200,1889166
2011-10-07,84000,8700,79100,84600,79100,1334321
2011-10-10,85000,1000,83400,85200,83100,544437
2011-10-11,88300,3300,88300,90800,88000,908625
2011-10-12,91400,3100,89300,92300,86700,550154
2011-10-13,92000,600,92400,92700,90800,353659
2011-10-14,91500,-500,91000,93000,89300,252353
2011-10-17,94400,2900,93300,94600,92000,331832
2011-10-18,90700,-3700,91100,93600,90300,501723
2011-10-19,89100,-1600,91400,91600,86500,543632
2011-10-20,84200,-4900,89400,90000,83000,495876
2011-10-21,87800,3600,88900,89100,85200,544313
2011-10-24,95400,7600,88900,96500,88800,854696
2011-10-25,94200,-1200,96500,97000,94000,439195
2011-10-26,96600,2400,93500,97500,92000,481933
2011-10-27,101000,4400,98300,102000,97600,689313
2011-10-28,100000,-1000,104500,107500,98400,814762
2011-10-31,98400,-1600,101000,101500,97000,252387
2011-11-01,96500,-1900,96000,99400,96000,321181
2011-11-02,96100,-400,92700,97600,90300,567660
2011-11-03,91500,-4600,96100,96900,91100,500629
2011-11-04,97500,6000,94500,97500,94500,448509
2011-11-07,94800,-2700,96900,97000,94600,341015
2011-11-08,96200,1400,94800,99400,94100,518160
2011-11-09,95400,-800,98500,98900,94600,336369
2011-11-10,89300,-6100,91300,92800,89300,593882
2011-11-11,92500,3200,91600,92600,90100,307005
2011-11-14,97500,5000,93100,99000,93100,469323
2011-11-15,95300,-2200,96300,99600,95200,396225
2011-11-16,92600,-2700,97300,98200,92300,356063
2011-11-17,95100,2500,93400,95100,91600,209788
2011-11-18,92300,-2800,92500,93300,91800,193878
2011-11-21,92700,400,91800,94300,90800,217983
2011-11-22,91800,-900,91400,93200,91000,177308
2011-11-23,88400,-3400,91000,91300,87400,255544
2011-11-24,87400,-1000,87000,88300,86600,244776
2011-11-25,84800,-2600,86500,87300,84100,273713
2011-11-28,88900,4100,86400,89400,85000,356948
2011-11-29,91400,2500,90200,91700,89700,346499
2011-11-30,91200,-200,90500,91900,89800,208645
2011-12-01,94900,3700,97700,97700,94500,454024
2011-12-02,94800,-100,95000,95700,94100,163330
2011-12-05,94100,-700,96000,96300,93500,224069
2011-12-06,92300,-1800,93700,93800,91400,262478
2011-12-07,95000,2700,94500,95800,93800,368916
2011-12-08,94000,-1000,95200,95800,92700,321314
2011-12-09,91600,-2400,92500,92800,90900,216773
2011-12-12,93000,1400,93300,93600,92300,178703
2011-12-13,93800,800,92400,94000,91000,292867
2011-12-14,91600,-2200,93500,93600,91100,291028
2011-12-15,88000,-3600,89100,89900,86400,484716
2011-12-16,88300,300,88000,88700,87400,219164
2011-12-19,86700,-1600,87800,88200,83500,325246
2011-12-20,86200,-500,86500,87500,85100,229172
2011-12-21,92800,6600,88000,93100,87900,438342
2011-12-22,94000,1200,92300,94300,91400,225725
2011-12-23,93800,-200,94000,94900,92800,165374
2011-12-26,92800,-1000,94500,94500,92000,76296
2011-12-27,92000,-800,91200,93200,89900,143627
2011-12-28,92500,500,93200,93200,91200,138927
2011-12-29,92100,-400,92500,92600,90600,98603
2012-01-02,93300,1200,92100,93500,91700,111961
2012-01-03,97700,4400,95200,98000,95100,383353
2012-01-04,97400,-300,98200,98400,96100,227985
2012-01-05,96600,-800,98000,98000,95200,176011
2012-01-06,95400,-1200,96000,96700,94100,121320
2012-01-09,95300,-100,94600,96700,93000,138474
2012-01-10,98300,3000,95900,98400,95800,208919
2012-01-11,98500,200,99000,99100,96800,203861
2012-01-12,97000,-1500,99000,99100,96800,233496
2012-01-13,95500,-1500,96600,96900,93600,662335
2012-01-16,92400,-3100,94100,94500,90800,614413
2012-01-17,95200,2800,93000,95400,93000,466728
2012-01-18,97100,1900,96200,97600,95500,393679
2012-01-19,99200,2100,98300,99200,96400,657909
2012-01-20,99800,600,98400,100500,97700,429021
2012-01-25,100000,200,100000,102000,99600,339478
2012-01-26,99200,-800,101000,101500,98400,274162
2012-01-27,101000,1800,99400,101500,98200,241290
2012-01-30,98800,-2200,100000,101000,98400,228408
2012-01-31,99700,900,98700,99700,97000,410040
2012-02-01,103500,3800,99200,104500,99200,456332
2012-02-02,106500,3000,105500,107000,103500,455828
2012-02-03,102000,-4500,105500,106000,101000,932815
2012-02-06,99900,-2100,102500,102500,99500,489383
2012-02-07,99400,-500,101000,101500,97800,240005
2012-02-08,105000,5600,99400,105500,99400,489827
2012-02-09,109500,4500,105000,109500,103500,648399
2012-02-10,108500,-1000,109500,111000,107500,352556
2012-02-13,108000,-500,108500,110000,106000,227446
2012-02-14,107000,-1000,107500,109000,106000,193976
2012-02-15,107000,0,107000,108000,105000,235984
2012-02-16,103000,-4000,105500,107500,102500,514740
2012-02-17,105500,2500,105000,106000,103500,338139
2012-02-20,100000,-5500,106000,106500,99700,773428
2012-02-21,100000,0,99800,101000,97700,514180
2012-02-22,99300,-700,99700,100500,99100,242358
2012-02-23,99900,600,98400,100500,97800,277629
2012-02-24,98800,-1100,99400,100000,98100,359694
2012-02-27,95700,-3100,98200,99400,95000,423423
2012-02-28,95800,100,95100,96800,92600,728993
2012-02-29,96800,1000,96200,98700,96200,432690
2012-03-02,97900,1100,98200,99400,97800,348921
2012-03-05,97000,-900,98600,99500,96600,269495
2012-03-06,96500,-500,97500,97800,96000,169785
2012-03-07,100000,3500,95000,101000,94400,746037
2012-03-08,102000,2000,100000,104000,99100,870348
2012-03-09,104000,2000,103000,104500,101500,464435
2012-03-12,103000,-1000,103500,105500,102000,298708
2012-03-13,102000,-1000,104000,104500,101500,279256
2012-03-14,103000,1000,103000,106000,102500,454158
2012-03-15,102500,-500,102500,103500,101500,197852
2012-03-16,102500,0,103000,104000,101000,251527
2012-03-19,107000,4500,105000,107000,104500,577288
2012-03-20,108000,1000,107000,110000,106500,466907
2012-03-21,107000,-1000,107500,111000,106500,460110
2012-03-22,107500,500,107500,110500,107000,453603
2012-03-23,107000,-500,108000,108500,106000,261377
2012-03-26,108500,1500,107500,111000,107500,323234
2012-03-27,109000,500,110000,111000,108500,220310
2012-03-28,104000,-5000,109000,109500,103500,505041
2012-03-29,99600,-4400,103000,103500,98700,695451
2012-03-30,99900,300,99500,101000,98800,488013
2012-04-02,98800,-1100,99900,100500,98100,342817
2012-04-03,99900,1100,99400,101000,99200,525203
2012-04-04,95100,-4800,100000,100000,94200,801300
2012-04-05,92900,-2200,95300,95900,91300,845550
2012-04-06,93900,1000,93400,95100,93000,349856
2012-04-09,90100,-3800,92600,92800,89900,465190
2012-04-10,90900,800,90500,91500,89800,404142
2012-04-12,91500,600,90100,91900,89400,358189
2012-04-13,95000,3500,92500,95100,92200,512754
2012-04-16,92000,-3000,93600,93900,91700,262574
2012-04-17,91500,-500,92700,93500,90800,289172
2012-04-18,94600,3100,93100,94800,92700,436583
2012-04-19,94300,-300,94400,95400,93500,337598
2012-04-20,94000,-300,93900,95100,93500,277126
2012-04-23,93000,-1000,94700,94700,91800,212521
2012-04-24,91500,-1500,91500,91900,90300,356004
2012-04-25,85700,-5800,92000,92400,84700,864782
2012-04-26,84900,-800,86800,87700,83500,438151
2012-04-27,84900,0,85100,87500,84900,448639
2012-04-30,84300,-600,84900,85900,81100,564147
2012-05-02,88300,4000,85200,89100,85200,451506
2012-05-03,88500,200,87600,88800,86700,406738
2012-05-04,87100,-1400,88000,88300,85700,263237
2012-05-07,83000,-4100,84900,84900,82500,466868
2012-05-08,82200,-800,84400,84500,81300,407139
2012-05-09,78800,-3400,80700,81600,78100,659812
2012-05-10,80200,1400,78500,80700,78400,475637
2012-05-11,77300,-2900,79800,79900,76900,482456
2012-05-14,77400,100,76800,78500,76600,233305
2012-05-15,76200,-1200,76300,77100,74100,354414
2012-05-16,73500,-2700,74900,76300,73500,335571
2012-05-17,76900,3400,74000,77400,73900,476381
2012-05-18,74100,-2800,75100,75500,73900,441809
2012-05-21,74100,0,75000,75300,72700,255285
2012-05-22,77500,3400,75600,77800,74300,351103
2012-05-23,76300,-1200,76800,79000,75800,430012
2012-05-24,77700,1400,76600,78200,76600,258066
2012-05-25,78700,1000,78000,78800,77400,297071
2012-05-29,80300,1600,78300,81400,77900,294173
2012-05-30,80100,-200,80500,80500,79200,182741
2012-05-31,80500,400,79000,80900,78000,202283
2012-06-01,78600,-1900,79800,79800,78200,372680
2012-06-04,73600,-5000,74400,75500,72000,434480
2012-06-05,74000,400,74000,74600,72900,205852
2012-06-07,76700,2700,75800,77700,75700,256317
2012-06-08,75800,-900,77000,77500,75200,158547
2012-06-11,78500,2700,77400,78500,77200,188660
2012-06-12,77700,-800,76300,78500,76300,236447
2012-06-13,77400,-300,78800,78800,77400,157169
2012-06-14,78900,1500,77700,79100,77000,237164
2012-06-15,79100,200,79600,79600,78200,191243
2012-06-18,80300,1200,80800,81800,80300,278609
2012-06-19,79500,-800,80000,80600,79100,221404
2012-06-20,80000,500,80700,80700,79300,114128
2012-06-21,78600,-1400,79100,80400,77800,207563
2012-06-22,76200,-2400,76600,77200,75600,231168
2012-06-25,75100,-1100,76500,76600,74800,125942
2012-06-26,74800,-300,74200,76500,74200,259516
2012-06-27,74800,0,75200,75300,73500,199122
2012-06-28,73500,-1300,74900,75000,72800,282708
2012-06-29,76300,2800,73100,77200,72400,356058
2012-07-02,76500,200,77100,77600,76000,186558
2012-07-03,78900,2400,76500,79100,76400,264862
2012-07-04,79100,200,79100,79900,78700,232217
2012-07-05,80200,1100,79100,80600,78100,254013
2012-07-06,78700,-1500,80200,80400,78100,186727
2012-07-09,77000,-1700,78200,78500,76300,158315
2012-07-10,75800,-1200,77000,77300,75200,185509
2012-07-11,74300,-1500,74400,75000,73600,386804
2012-07-12,73100,-1200,74500,75500,73100,319581
2012-07-13,73200,100,73300,73900,71000,404503
2012-07-16,71800,-1400,73400,73700,71800,292495
2012-07-17,71700,-100,71400,72700,71300,272584
2012-07-18,69900,-1800,72000,72600,69900,377220
2012-07-19,70000,100,70700,71200,69900,256085
2012-07-20,70100,100,70100,70800,69900,229372
2012-07-23,68300,-1800,69300,69400,67900,212891
2012-07-24,65500,-2800,67700,68600,64700,666106
2012-07-25,63800,-1700,63600,64500,63500,363065
2012-07-26,64400,600,64000,64500,62600,373047
2012-07-27,66000,1600,65900,66500,64800,425926
2012-07-30,66500,500,66600,67100,66000,294971
2012-07-31,69500,3000,66000,70300,65700,579319
2012-08-01,68800,-700,68600,69500,68200,215420
2012-08-02,68900,100,68700,70400,68600,242688
2012-08-03,68000,-900,67600,68200,67200,235889
2012-08-06,72300,4300,70000,72900,69700,488693
2012-08-07,72600,300,72400,73800,71800,367992
2012-08-08,74100,1500,72500,74800,71900,635952
2012-08-09,76600,2500,74000,77000,73900,513273
2012-08-10,76100,-500,76100,76500,74700,307652
2012-08-13,73100,-3000,75600,76600,73000,482080
2012-08-14,75500,2400,73400,75500,73300,285845
2012-08-16,74500,-1000,75200,76100,74200,212152
2012-08-17,76500,2000,75600,76900,74800,316729
2012-08-20,76400,-100,76900,77600,75900,205908
2012-08-21,75800,-600,76600,77500,75800,130702
2012-08-22,73600,-2200,74800,75500,72800,387168
2012-08-23,72700,-900,73600,73700,72100,360219
2012-08-24,71100,-1600,72000,72200,71000,222400
2012-08-27,73900,2800,71300,74300,71300,267656
